Table
,,STREET ,CITY ,ST ,RIFLE MFG 
,,,LONG BEACH ,MS ,2 
,,,BRANDON ,MS ,50 
,,118 MLK DR ,PURVIS ,MS ,3 
MARSHALL ,,72 HWY 607 ,PICAYUNE ,MS ,3 
INC ,,"9 INDUSTRIAL PARK DR, STE 103 ",OXFORD ,MS ,4 
LLC ,,418 PITTMAN RD ,ELLISVILLE ,MS ,20 
,,7265 DEAN RD ,LAKE CORMORANT ,MS ,49 
,,60026 INDIAN CIRCLE ,SMITHVILLE ,MS ,4 
MANUFACTURING ,INC ,9465 CREOSOTE RD BLDG 200 K ,GULFPORT ,MS ,35 
,,,FORT SHAW ,MT ,38 
RIFLES INC ,,1711 MOUNTAIN VIEW ORCHARD RD ,CORVALLIS ,MT ,3 
,,,VICTOR ,MT ,42 
LLC ,,196 SUNRISE CREEK LOOP SUITE 55 ,COLUMBIA FALLS ,MT ,36 
,,,BIG TIMBER ,MT ,200 
MONTANA INC ,,3662 US HWY 93 NORTH ,STEVENSVILLE ,MT ,2615 
,,,BOZEMAN ,MT ,2 
,,309 N HAZEL ST ,PLENTYWOOD ,MT ,2 
,,,BIG TIMBER ,MT ,2 
,,314 N HOFFMAN ST ,BELGRADE ,MT ,2 
,,,KALISPELL ,MT ,13 
LLC ,,325 PATTERSON RANCH LN ,COLUMBIA FALLS ,MT ,3 
,,,PLAINS ,MT ,6 
,,24 JELLISON LANE STE A ,COLUMBIA FALLS ,MT ,31 
,,,KILA ,MT ,1 
RIFLES & MANUFACTURING ,,LLC 415 HORSETHIEF RD ,ROUNDUP ,MT ,7 
,,,MISSOULA ,MT ,40 
,,,BOZEMAN ,MT ,1 
,,,KALISPELL ,MT ,28 
,,,KALISPELL ,MT ,302 
,,3582 HWY 93 S ,KALISPELL ,MT ,74 
,,,BELGRADE ,MT ,49 
CO INC ,,201 CENTENNIAL DR ,BIG TIMBER ,MT ,422 
,,,COLUMBIA FALLS ,MT ,34 


Table
RDS KEY ,LICENSE NAME ,
16403224 ,DAKOTA RIFLES LLC ,3 BRIARWOOD CIRCLE 
16402616 ,DIXIE PRECISION RIFLES LLC ,103 BROOKS DR 
16402869 ,J HUD LLC ,
16403198 ,"KELLY, THOMAS ",
16402937 ,MISSISSIPPI AUTO ARMS ,
16403096 ,REBEL RIFLE ORDNANCE ,
16401380 ,"SMITH, DAVID E ",
16401960 ,"WOODS, WILLIAM S JR ",
16403016 ,WORLDWIDE FIREARMS ,
98101051 ,"ALLEN, KIRBY LEROY ",99 STEVENSON RD 
98101324 ,AMERICAN HUNTING ,
98101714 ,BARKER MACHINE WORKS LLC ,1369 HWY 93 N #9 
98101515 ,BLACKOPS TECHNOLOGIES ,
98155388 ,C SHARPS ARMS CO INC ,100 CENTENNIAL DR 
98101132 ,COOPER FIREARMS OF ,
98101608 ,DIVERSE CAPABILITIES LTD ,6681 MALTESE LN 
98101169 ,"FEMLING, ARTHUR O ",
98101484 ,"GARDINER, JAXON TY ",34 VIVIAN LN 
98101025 ,GENTRY CUSTOM LLC ,
98101104 ,"GORDNER, GENE FRANKLIN ",646 S FOYS LAKE DR 
98100958 ,GRIZZLY CUSTOM GUNS ,
98101399 ,HATHORNE GUNSMITHING LLC ,53 LOWER LYNCH CREEK RD 
98101043 ,JENSE PRECISION LLC ,
98101174 ,KING MACHINE SERVICE LTD ,100 DUSTY TRL 
98101775 ,KNAPP'S CUSTOM ,
98101562 ,LORD INC ,5515 BONANZA PLACE 
98100184 ,"MERICA, TIMOTHY TYLER ",459 PRINCETON PLACE 
98101590 ,"MILLER, BRANDON WADE ",3979 HWY 35 
98101151 ,MONTANA RIFLE COMPANY ,3178 MT HWY 35 
98101595 ,NEMO ARMS INC ,
98101706 ,NOREEN FIREARMS LLC ,351 FLOSS FLATS UNIT A 
98133799 ,POWDER RIVER RIFLE ,
98101499 ,PROOF RESEARCH INC ,10 WESTERN VILLAGE LANE 


