Table
,,,STREET ,CITY ,ST ,RIFLE MFG
,,,,CLINTON ,MD ,104
INC ,,,116 SPIDER WEB RD ,CENTREVILLE ,MD ,1
,,,,AVENUE ,MD ,252
,,,110/109 ,HALETHORPE ,MD ,258
LLC ,,,815 CHESAPEAKE DRIVE ,CAMBRIDGE ,MD ,10204
,,,,SAVAGE ,MD ,228
LLC ,,,201 WATKINS POND BLVD ,ROCKVILLE ,MD ,5
,,,5423 RIDGE RD ,MOUNT AIRY ,MD ,3
,,,1541 OTIS RD ,0TIS ,ME ,1
,,,,HOLLIS CENTER ,ME ,2
,,,,0LD TOWN ,ME ,30
,,,,STEEP FALLS ,ME ,2
,,,,GORHAM ,ME ,4
INC ,,,600 COUNTY ROAD ,WESTBROOK ,ME ,201
,,,3 ,PORTLAND ,ME ,12
,,,306 WHARFF RD ,GUILFORD ,ME ,1
,,,,0RRINGTON ,ME ,12
INC ,,,999 ROOSEVELT TRAIL BUILDING #3 ,WINDHAM ,ME ,57659
,,,5060 JACKSON RD UNIT H ,ANN ARBOR ,MI ,2
,,,406 E CLAY ST ,SCHOOLCRAFT ,MI ,46
CO ,,,9562 SAND LAKE HWY ,0NSTED ,MI ,1
,,,,PLYMOUTH ,MI ,2
CO INC ,,,1070 MAPLELAWN ,TROY ,MI ,20
,,,,MAYBEE ,MI ,7
,,,163 W MAIN STREET ,MENDON ,MI ,25
,,,,GARDEN CITY ,MI ,14
,,,,BYRON ,MI ,1
,,,8100 FORRISTER RD ,ADRIAN ,MI ,2
,,,,JACKSON ,MI ,20
,,,,HUDSONVILLE ,MI ,6
,,,,JACKSON ,MI ,3
LTD ,,,5122 N GRAND RIVER ,LANSING ,MI ,19


Table
85201223 ,BRP CORP ,7590 COMMERCE LANE
85202525 ,GOVERNMENT INITIATIVES ,
85203574 ,"HOSTETTER, MARK A ",21499 COLTON POINT RD
85202227 ,JAMES RIVER MANUFACTURING INC ,3601 COMMERCE DR STE
85202358 ,LWRC INTERNATIONAL ,
85211500 ,"MC KEE, INC ",8725 BOLLMAN PLACE #1
85204750 ,SHOGUN ENTERPRISES ,
85236725 ,"TABASSI, AMIR H ",
60100855 ,DIETRICH GUNSMITHY ,
60101652 ,"GENTILE, DAMON FRANCIS ",398 PLAINS RD
60100848 ,MG INDUSTRIES INC ,1168 MAIN STREET
60101716 ,NORTH EAST WEAPONS SYSTEMS LLC ,145 MANCHESTER RD
60100177 ,0DAT MACHINE INC ,20 SANFORD DR
60100656 ,TITAN MACHINE PRODUCTS ,
60101351 ,WEAPONCRAFT LLC ,34 RAINMAKER DR STE
60101657 ,"WHITE, JAMES L ",
60101487 ,WILLIAM F LEROSE SR ,327 RIVER ROAD
60101661 ,WINDHAM WEAPONRY ,
43806663 ,ANN ARBOR ARMS LLC ,
43805723 ,ARFAB LLC ,
43804221 ,BALLARD RIFLE & CARTRIDGE ,
43806737 ,BLACKSMITH TACTICAL INDUSTRIES LLC ,13101 ECKLES RD STE 20
43804997 ,CENTRAL SCREW PRODUCTS ,
43813395 ,FALLING BLOCK WORKS INC ,6121 ZINK RD
43805143 ,"FEEK, JOHN CHARLES ",
43806330 ,FLANARY'S PERFORMANCE CENTER & GUNS INC ,31232 FORD RD
43842898 ,"GARBARINO, GARY M ",14236 BARNES RD
43804650 ,GUN OUTFITTERS LLC ,
43806201 ,HAMILTON ARMS CUSTOM SERVICES LLC ,6703 DEWEESE RD
43806087 ,"HARMON, MICHAEL JASON ",2937 COBBLESTONE LN
43806197 ,"HENDGES, CARLETON LEWIS ",9870 SOMERVILL RD
43800250 ,PIERCE ENGINEERING ,
43803551 ,"RED OAK GUNSMITHING, LTD ",6872 COLLINS ROAD


