Table
LLC ,,,1141 SWIFT ST ,NORTH KANSAS CITY ,MO ,651 
,,,1133 KONERT VALLEY DR ,FENTON ,MO ,2 
LLC ,,,29739 HWY J ,GRAVOIS MILLS ,MO ,1 
,,,6300 OAK CREST RD ,HILLSBORO ,MO ,1 
COMPANY LLC ,,,5701 HONOR LN ,PARKVILLE ,MO ,2 
,,,820 N WEST BYPASS ,SPRINGFIELD ,MO ,4 
LLC ,,,4680 A STATE HWY 74 ,CAPE GIRARDEAU ,MO ,7 
,,,20170 CO RD 525 ,BLOOMFIELD ,MO ,1 
,,,1212 CENTRAL INDUSTRIAL DR ,SAINT LOUIS ,MO ,69214 
,,,19521 TAMARACK TRAIL ,KIRKSVILLE ,MO ,1 
,,,4451 E FARM RD 132 ,SPRINGFIELD ,MO ,1 
,,,20 WESTGATE LANE ,TROY ,MO ,4 
,,,62 MARTIN RD ,STEELVILLE ,MO ,2 
LLC ,,,86 EMERSON RD ,REEDS SPRING ,MO ,10 
,,,6656 HIGHWAY BB ,WASHINGTON ,MO ,10 
,,,701 KELEMEN CT ,DITTMER ,MO ,23 
,,,11017 GRAVOIS INDUSTRIAL CT UNIT C ,SAINT LOUIS ,MO ,9 
,,,590 VANCE RD STE 109 ,VALLEY PARK ,MO ,10 
PAWN LLC ,,,13501 HWY 52 ,VERSAILLES ,MO ,54 
,,,19730 HWY 59 ,NEOSHO ,MO ,8 
,,,1214 N OSAGE BLVD ,NEVADA ,MO ,68 
,,,18622 AUDRAIN CO RD 937 ,MEXICO ,MO ,14 
CO LLC ,,,401 BLACKHAWK ST ,WESTON ,MO ,21 
,,,11435 HWY 95 ,LYNCHBURG ,MO ,1 
,,,2400 E BENNETT ST STE 2 ,SPRINGFIELD ,MO ,3 
,,,2970 ROYAL GORGE LANE ,SAINT LOUIS ,MO ,4 
"WORKS, LLC. ",,,727 VIRGINIA ,JOPLIN ,MO ,13 
,,,2103 FOREST AVE ,KANSAS CITY ,MO ,1 
GUNSMITHING LLC ,,,619 COMMERCIAL ST ,WARSAW ,MO ,9 
,,,1508 HUNTERS MEADOW DR ,OFALLON ,MO ,2 
,,,705 SOUTH J J HWY ,JASPER ,MO ,1 
,,,4077 HWY 37 ,MONETT ,MO ,2 


Table
54309775 ,GATEWAY TACTICAL LLC 
54304601 ,GRANDMASTERS 
54308851 ,"GREER, ROBERT KEITH "
54312079 ,GROUND WEAPONS 
54312736 ,HENRY LEE'S GUNS AND AMMO LLC 
54304643 ,JACKSON SERVICES 
54305900 ,JWB MACHINE LLC 
54310585 ,KEMLAB LLC 
54312428 ,LIBERTY ARSENAL LLC 
54312245 ,LUTHERIECORP INC 
54309732 ,"MCCARTHY, KEVIN P "
54309449 ,MICHAEL DENNIS SIMPSON 
54310714 ,MILES PER HOUR 
54310756 ,MISSOURI VALLEY ARMS LLC 
54311347 ,MOA LLC 
54312890 ,MOA LLC 
54311422 ,ONTARGETSTL COM LLC 
54311296 ,OZARK GUN & 
54311835 ,OZARK ORDNANCE LLC 
54306091 ,PRECISION MACHINED PARTS INC 
54303230 ,"RALEIGH, DARIN EUGENE "
54311493 ,RIVER'S BEND GUN 
54304386 ,"RYBACK, DAVID EDWARD "
54312638 ,SALUS ARMS LLC 
54309800 ,STOCKHAUSEN GREGG 
54305838 ,SULLIVAN GUN 
54306554 ,TEAM ACTION GEAR/KANSAS CITY GUN WORKS LLC 
54312222 ,TRIPLE RIVER 
54309880 ,VALKYRIE LLC 
54306071 ,"WATSON, ROY ALLEN "


