Table
,,,STREET ,CITY ,ST ,RIFLE MFG
,,,63 NORTH CHERRY STREET ,WALLINGFORD ,CT ,930
,,,7 TYRRELL DRIVE ,WOLCOTT ,CT ,2
,,,DOWNEY DR ,NEW BRITAIN ,CT ,11816
CO LLC ,,,100 BURRITT STREET ,NEW BRITAIN ,CT ,274
,,,,SOUTHPORT ,CT ,80
,,,BRANCH RD ,GEORGETOWN ,DE ,29
,,,14120 EAST COLONIAL DR #2202 ,0RLANDO ,FL ,1
,,,1250 OLD DIXIE HWY #5 ,LAKE PARK ,FL ,9
,,,RD ,DAYTONA BEACH ,FL ,4
INC ,,,2700 POWER MILL COURT BLDG 3 ,TALLAHASSEE ,FL ,1
,,,HIGHWAY ,0DESSA ,FL ,6182
,,,CYPRESS STREET ,TAMPA ,FL ,3
FIREARMS LLC ,,,1508 INDUSTRIAL DR ,NEW SMYRNA BEACH ,FL ,2
,,,ROAD UNIT 113 ,BRADENTON ,FL ,1
INC ,,,3112-1 PALM AVENUE ,FORT MYERS ,FL ,14
CORPORATION ,,,7594 CHANCELLOR DRIVE ,0RLANDO ,FL ,62
,,,RD UNIT 102 & 103 ,BRADENTON ,FL ,20
,,,ROAD 53 ,MADISON ,FL ,121
,,,890 CARTER RD SUITE #180 ,WINTER GARDEN ,FL ,31
,,,STREET NORTH UNIT #8 ,CLEARWATER ,FL ,24
,,,AVE ,HALLANDALE ,FL ,6
INC ,,,295 NORTH DRIVE SUITE H ,MELBOURNE ,FL ,1414
,,,AVE ,SARASOTA ,FL ,230
,,,8TH LN STE 100 ,NEWBERRY ,FL ,3
,,,1601 HERITAGE ESTATES TRACE ,JACKSONVILLE ,FL ,5
,,,AVE WEST ,BRADENTON ,FL ,2
,,,INDUSTRIAL DR UNIT 106-108 ,APOPKA ,FL ,11
COMPANY ,,,3756 SE DIXIE HWY ,STUART ,FL ,27
,,,ROAD 19 ,UMATILLA ,FL ,6
,,,CONE ST ,PORT SAINT LUCIE ,FL ,8
INC ,,,960-976 AURORA RD ,MELBOURNE ,FL ,13
,,,5725 BEACH DR ,PANAMA CITY BEACH ,FL ,1
INC ,,,7957 W GULF TO LAKE HWY #4061 ,CRYSTAL RIVER ,FL ,7


Table
60602777 ,"SAVOIR, EDWARD ANTHONY ",,,,
60600729 ,STAG ARMS LLC ,515 JOHN ,,,
60602196 ,STANDARD MANUFACTURING ,,,,
60600763 ,"STURM, RUGER & COMPANY, INC 1 ",LACEY ,,,PL
85100968 ,GUNSHOOTER ENTERPRISES LLC ,22957 ,,DEEP ,
15928749 ,2 GUYS TACTICAL LLC ,,,,
15931360 ,411 TACTICAL INC ,,,,
15932108 ,A D J ENTERPRISES LLC ,750 ,,BALLOUGH ,
15907305 ,AD TEK OF TALLAHASSEE ,,,,
15918134 ,ADAMS ARMS LLC ,1551 ,,GUNN ,
15912791 ,ADEQ FIREARMS COMPANY ,4921 ,,WEST ,
15917575 ,ADVANCED WEAPONS & ,,,,
15920987 ,AEGIS TACTICAL LLC ,5103 ,,LENA ,
15901343 ,AK-USA MANUFACTURING ,,,,
15908565 ,AMERICAN METAL FINISHING ,,,,
15905746 ,"AMERICAN VINTAGE GUN AND PAWN, INC ",4920 ,,LENA ,
15909126 ,AMMO DUMP INTERNATIONAL LLC ,1556 S ,,,STATE
15931801 ,ANDRO CORP INDUSTRIES ,,,,
15943009 ,ANZIO IRONWORKS CORP ,14605 ,,49TH ,
15915415 ,AQUILA ARMS LLC ,203 NW ,,,3RD
15907991 ,ARES DEFENSE SYSTEMS ,,,,
15914114 ,ARMORIT LLC ,2150 ,,,WHITFIELD
15930118 ,ARTICLE II FIREARMS LLC ,25430 ,,NW ,
15920558 ,B HUEY SERVICES LLC ,,,,
15910996 ,B&S FIREARMS INC ,201 21ST ,,,
15915406 ,BALLISTIC ADVANTAGE LLC ,2516 JMT ,,,
15932394 ,BLACK MARSH ARMS ,,,,
15931590 ,BLACK WIDOW GUNS AND AMMO UNLIMITED INC ,38436 ,,STATE ,
15916829 ,BLACKHAWK CUSTOM LLC ,5762 NW ,,,
15931371 ,BLACKSIDE TACTICAL ,,,,
15932430 ,BRAZOS ARMS LLC ,,,,


