Table
98803253 ,M-13 INDUSTRIES LLC ,3455 S POLARIS STE 5 ,LAS VEGAS ,NV ,8
98802888 ,MARXMAN PRECISION ARMS LTD ,4280 W RENO AVE SUITE E ,LAS VEGAS ,NV ,18
98803396 ,MCRC ENTERPRISES LLC ,4310 LOSEE ROAD SUITE #9 ,NORTH LAS VEGAS ,NV ,16
98802240 ,NEW FRONTIER ARMORY LLC ,2844 SYNERGY STREET ,NORTH LAS VEGAS ,NV ,1
98803574 ,REEDS GUN WORKS LLC ,108 LAZY T LANE ,SPRING CREEK ,NV ,1
98804226 ,RENO GUNS INC ,2325 MARKET ST ,RENO ,NV ,8
98804471 ,RRRH LLC ,1055 INDUSTRIAL WAY #29 ,SPARKS ,NV ,1
98802268 ,STRIP GUN CLUB LLC ,2235 LAS VEGAS BLVD S ,LAS VEGAS ,NV ,1
98803482 ,SWORD INTERNATIONAL INC ,610 E GLENDALE AVE ,SPARKS ,NV ,102
98802391 ,WILD WEST GUNS LLC ,5225 WYNN ROAD ,LAS VEGAS ,NV ,87
61134902 ,APPLIED TACTICAL TECHNOLOGIES INC ,171D EADS ST ,W BABYLON ,NY ,10
61602828 ,AX TACTICAL LLC ,4947 COMMERCIAL DR STE 2 ,YORKVILLE ,NY ,105
61602265 ,"BRISTOL, CHRISTOPHER RAYMOND ",2394 STATE ROUTE 174 ,MARIETTA ,NY ,1
61401551 ,"CIRELLO, ARMAND R ",537 HUBB SHUTTS RD ,COBLESKILL ,NY ,15
61602707 ,"CLUTE, BENJAMIN BRADFORD ",8200 STATE ROUTE 17C ,ENDICOTT ,NY ,11
61101081 ,DARK STORM INDUSTRIES LLC ,4116 & 4122 SUNRISE HIGHWAY ,0AKDALE ,NY ,643
61636095 ,"DENTICO, DAVID JON ",3712 MAIN ST ,WALWORTH ,NY ,1
61100967 ,DRAKE ASSOCIATES INC ,33 NEW YORK AVE ,SHELTER ISLAND HEIGHTS ,NY ,42
61602170 ,JUST RIGHT CARBINES LLC ,231 SALTONSTALL ST ,CANANDAIGUA ,NY ,2901
61300458 ,KIMBER MFG INC ,1120 SAW MILL RIVER RD ,YONKERS ,NY ,8824
61602713 ,"KRAFT, KEITH A ",2720 ALMETER RD ,VARYSBURG ,NY ,3
61603453 ,"KRYSTAF, GORDON P ",7854 BACKCREEK RD ,HAMBURG ,NY ,1
61636169 ,L ROMANO RIFLE CO INC ,551 STEWARTS CORNERS RD ,PENNELLVILLE ,NY ,4
61602574 ,"LAGENDYK, JEFFREY M ",213 ELDER DRIVE ,FARMINGTON ,NY ,5
61603245 ,"LETTS, CRAIG A ",3692 US HIGHWAY 11 ,LISLE ,NY ,18
61100308 ,LRB OF LONG ISLAND INC ,96 CHERRY LANE ,FLORAL PARK ,NY ,236
61400873 ,"MANEY, MICHAEL THOMAS ",35 LOCUST GROVE RD ,SARATOGA SPRINGS ,NY ,3
61603465 ,PERFORMANCE PAINTBALL INC ,1250 SCOTTSVILLE RD SUITE 30A ,ROCHESTER ,NY ,1
61602475 ,REMINGTON ARMS COMPANY LLC ,14 HOEFLER AVE ,ILION ,NY ,242734
61602403 ,"REYNOLDS, DIANE L & JEFFREY D ",5405 ROUTE 62 ,CONEWANGO VALLEY ,NY ,4
61601135 ,TURNBULL MANUFACTURING COMPANY ,6680 RT 5-20 ,BLOOMFIELD ,NY ,136
43104892 ,3G TACTICAL LLC ,1455 W MAIN ST STE A ,TIPP CITY ,0H ,13


