Table
RDS KEY ,LICENSE NAME ,STREEI ,CITY ,ST ,MISC FA MFG
98101187 ,DEFIANCE MACHINE INC ,3881 MT HWY 40 W ,COLUMBIA FALLS ,MT ,1521
98102105 ,"FALKOR, SID INC ",2902 HWY 93 NORTH ,KALISPELL ,MT ,115
98101677 ,"MCCONNELL, NOAH LEE ",464 ASH ROAD SUITE D ,KALISPELL ,MT ,27
98101595 ,NEMO ARMS INC ,3582 HWY 93 S ,KALISPELL ,MT ,34
98101441 ,RICOCHET CUSTOM FIREARMS AND GUNSMITH LLC ,728 STARLIGHT DR ,BILLINGS ,MT ,2
15608525 ,ANSON TACTICAL ARMS LLC ,2975 WHITE STORE RD ,WADESBORO ,NC ,18
15610544 ,BEARING ARMS GUN & TACTICAL LLC ,109 ELK CREEK DR ,HUDSON ,NC ,35
15610526 ,BULL MOOSE TACTICAL LLC ,3917 VILLAGE DR ,FAYETTEVILLE ,NC ,9
15604330 ,CHATHAM ARMS LLC ,130 MINT SPRINGS RD ,PITTSBORO ,NC ,12
15608891 ,DELPHI TACTICAL LLC ,118 BRISTLE OAKS DR ,RAEFORD ,NC ,44
15610779 ,JAMES RIVER ARMORY ,745 HWY 117 S ,BURGAW ,NC ,88
15609178 ,NEWTOWN FIREARMS MANUFACTURING LLC ,7515 S CHURCH ST ,GOLDSTON ,NC ,1
15609732 ,NEWTOWN FIREARMS MANUFACTURING LLC ,1730 E 11TH ST ,SILER CITY ,NC ,11
15610666 ,PEELE INNOVATIVE MACHINERY INC ,3438 PIKEVILLE PRINCETON RD ,PIKEVILLE ,NC ,5
15610245 ,STUMPIES CUSTOM GUNS INC ,628 W CORBETT AVE ,SWANSBORO ,NC ,1
15609063 ,STURM RUGER & COMPANY INC ,271 CARDWELL RD ,MAYODAN ,NC ,13
34500555 ,NODAK ARMS INC ,601 104TH STREET SE ,MINOT ,ND ,47
54701179 ,PERFECT TURNING INC ,218 E THIRD STREET ,KIMBALL ,NE ,2
54701663 ,ZERMATT ARMS INC ,100 MONROE ST ,BENNET ,NE ,226
60201938 ,"HOOK, ANTHONY PAUL ",18 LAMY DR UNIT #5 ,GOFFSTOWN ,NH ,31
60201410 ,PRECISION TOOL & MOLDING LLC ,22 MANCHESTER RD ,DERRY ,NH ,33720
60201484 ,"STURM, RUGER & COMPANY, INC ",411 SUNAPEE ST ,NEWPORT ,NH ,3
60200735 ,"STURM, RUGER & COMPANY, INC ",529 SUNAPEE ST ,NEWPORT ,NH ,250
82201292 ,CARLUCCI ARMS LLC ,3 ASPEN DR STE ,RANDOLPH ,NJ ,2
82201446 ,FABER PRECISION INC ,198 GREEN POND RD UNIT D ,ROCKAWAY ,NJ ,32
82201393 ,SABRE GLOBAL SERVICES LLC ,94 EAST DEWEY AVE UNIT 3 ,WHARTON ,NJ ,2
58502074 ,"FIREBIRD PRECISION FIREARMS, LLC ",#28 COUNTY RD B027 ,MOUNTAINAIR ,NM ,19
98803415 ,BATTLE ARMS DEVELOPMENT INC ,180 CASSIA WAY STE 510 ,HENDERSON ,NV ,1640
98803399 ,CBE INC ,2241 D PARK PLACE ,MINDEN ,NV ,55
98804183 ,"LOOK, ZIGMOND Y K ",3455 SUN CLOUD CIR ,RENO ,NV ,1
98802888 ,MARXMAN PRECISION ARMS LTD ,4280 W RENO AVE SUITE E ,LAS VEGAS ,NV ,7
98802240 ,NEW FRONTIER ARMORY LLC ,2844 SYNERGY STREET ,NORTH LAS VEGAS ,NV ,4810
98804314 ,RED ROCK RIFLEWORKS LLC ,101 W BROOKS AVE UNIT K ,NORTH LAS VEGAS ,NV ,3
98802268 ,STRIP GUN CLUB LLC ,2235 LAS VEGAS BLVD S ,LAS VEGAS ,NV ,6
61602828 ,AX TACTICAL LLC ,4947 COMMERCIAL DR STE 2 ,YORKVILLE ,NY ,30


