RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL
57100979 ,,1306 W TRIMBLE STREET ,BERRYVILLE ,AR ,0 ,0 ,0 ,0 ,0 ,204 ,204
57134716 ,WILSONS GUN SHOP INC ,2234 CR 719 ,BERRYVILLE ,AR ,0 ,0 ,0 ,0 ,70 ,1430 ,1500
57100518 ,,171 MADISON 1510 ,HUNTSVILLE ,AR ,0 ,0 ,0 ,0 ,0 ,41 ,41
98600975 ,BUSHMASTER FIREARMS INC ,1070 METRIC DRIVE ,LAKE HAVASU CITY ,AZ ,0 ,2186 ,0 ,0 ,0 ,0 ,2186
98638240 ,,2848 E BELL RD #107 ,PHOENIX ,AZ ,0 ,0 ,0 ,0 ,0 ,10 ,10
98638393 ,GUNSITE ACADEMY INC ,2900 W GUNSITE RD ,PAULDEN ,AZ ,0 ,0 ,0 ,0 ,10 ,0 ,10
98633332 ,R & R SPORTING ARMS INC ,15481 N TWIN LAKES DR ,TUCSON ,AZ ,1 ,0 ,0 ,1 ,0 ,0 ,2
98614472 ,,200 RUGER RD ,PRESCOTT ,AZ ,45099 ,0 ,0 ,0 ,20475 ,33428 ,99002
93334014 ,BRYCO ARMS ,380 CLINTON ST ,COSTA MESA ,CA ,75640 ,11 ,0 ,2634 ,9482 ,0 ,87767
93340235 ,INTERNATIONAL ANTIQUE REPRODUCTIONS INC ,33171 CAMINO CAPISTRANO ,SAN JUAN CAPISTRANO ,CA ,2 ,0 ,0 ,27 ,0 ,0 ,29
93300896 ,,380 CLINTON STREET ,COSTA MESA ,CA ,0 ,0 ,0 ,0 ,2740 ,0 ,2740
99434360 ,,83 21ST AVE ,SAN MATEO ,CA ,0 ,0 ,0 ,0 ,0 ,2 ,2
93336988 ,PHOENIX ARMS ,4231 BRICKELL STREET ,0NTARIO ,CA ,7453 ,1224 ,0 ,0 ,0 ,0 ,8677
60633345 ,COLT'S MANUFACTURING CO LLC ,545 NEWPARK AVE ,WEST HARTFORD ,CT ,0 ,0 ,0 ,0 ,0 ,6593 ,6593
60604862 ,L W SEECAMP CO INC ,301 BREWSTER RD INDUSTRIAL BLDG ,MILFORD ,CT ,0 ,0 ,1032 ,410 ,0 ,0 ,1442
60635829 ,WILDEY F A INC ,45 ANGEVINE RD ,WARREN ,CT ,0 ,0 ,0 ,0 ,0 ,48 ,48
15901343 ,AK-USA MANUFACTURING INC ,3112-1 PALM AVENUE ,FORT MYERS ,FL ,1 ,0 ,0 ,0 ,0 ,0 ,1
15903142 ,AWE TECHNOLOGY INC ,8440 ULMERTON ROAD #522 ,LARGO ,FL ,0 ,0 ,0 ,0 ,0 ,1 ,1
15939794 ,B & K DIVING SYSTEMS INC ,1328 CLEMENTS WOODS LN ,JACKSONVILLE ,FL ,0 ,0 ,0 ,0 ,2 ,0 ,2
15940806 ,KEL TEC CNC INDUSTRIES INC ,1475 COX ROAD ,COCOA ,FL ,0 ,0 ,14882 ,34969 ,9964 ,0 ,59815
15903131 ,,1411 NW 33RD DR ,POMPANO BEACH ,FL ,0 ,2 ,0 ,0 ,0 ,0 ,2
15923596 ,TAURUS INTERNATIONAL MANUFACTURING INC ,16175 NW 49TH AVE ,MIAMI ,FL ,8133 ,3672 ,0 ,0 ,0 ,443 ,12248
15802262 ,DETONICS USA LLC ,115 ENTERPRISE DRIVE STE B ,PENDERGRASS ,GA ,0 ,0 ,0 ,0 ,0 ,6 ,6
15840168 ,FATS INC ,7340 MCGINNIS FERRY RD ,SUWANEE ,GA ,0 ,0 ,0 ,0 ,105 ,0 ,105
15840177 ,MASTERPIECE ARMS INC ,116 KINGSBRIDGE DRIVE ,CARROLLTON ,GA ,0 ,0 ,0 ,0 ,566 ,465 ,1031
15801270 ,,1486 CHERRY RD ,FRANKLIN ,GA ,0 ,15 ,0 ,0 ,2 ,0 ,17
54235453 ,DOUBLE DEUCE INC ,24276 240TH ST ,CARROLL ,IA ,115 ,0 ,0 ,0 ,0 ,0 ,115
98200317 ,TACTICAL SOLUTIONS LLC ,800 E CITATION CT STE C ,BOISE ,ID ,1323 ,0 ,0 ,0 ,0 ,0 ,1323
33635433 ,,911 W MAIN ST ,GENESEO ,IL ,0 ,0 ,0 ,0 ,28 ,1710 ,1738
