Table
NAME ,STREET ,CITY ,ST ,RIFLE MFG 
ARMS OF TENNESSEE LLC ,115 ISLAND RD ,JACKSBORO ,TN ,3 
,2012 W STATE ST ,BRISTOL ,TN ,4 
"SALES INC, SCS INC ",910 ANTIOCH RD ,JOHNSON CITY ,TN ,1 
,8463 CROCKETT RD ,CHRISTIANA ,TN ,4 
ARMS COMPANY LLC ,517 LAKE ROAD ,DYERSBURG ,TN ,125 
,1925 FT CAMPBELL BLVD UNIT C ,CLARKSVILLE ,TN ,197 
ETHAN AUGUST ,2210 FAIRFAX DRIVE ,CLARKSVILLE ,TN ,23 
,308B SOUTH WATER AVE ,GALLATIN ,TN ,2 
,3081 HORSESHOE BEND LN ,KNOXVILLE ,TN ,255 
JACK E AND ERIC J ,4820 OLD HWY 48 ,CUNNINGHAM ,TN ,7 
,4888 KENNEDALE NEW HOPE RD ,FORT WORTH ,TX ,2 
,3403 SW 6TH AVE ,AMARILLO ,TX ,5 
,1266 FM 407 STE A ,NORTHLAKE ,TX ,26 
LLC ,19515 WIED RD SUITE D ,SPRING ,TX ,41 
,12390 RENDON RD ,BURLESON ,TX ,50 
DEFENSE SOLUTIONS INC ,2215 FM 920 ,WEATHERFORD ,TX ,8 
,1406 RUTH DR ,LONGVIEW ,TX ,2 
,1501 B W HURST BLVD ,HURST ,"SELECTED, TX ",24 
,712 LATHROP ST ,LANTANA ,TX ,5 
,2700 TEXOMA PARKWAY STE A ,SHERMAN ,TX ,14 
LLC ,13987 STATE HWY 121 ,TRENTON ,TX ,28 
,12940 FALLEN HERO LN ,EL PASO ,TX ,
,520 CR 108 UNIT 5 ,HUTTO ,TX ,14 
ARMORY LLC ,11411 RENDEZVOUS DR #200A ,SAN ANTONIO ,TX ,2 
,12119 ROXIE DR ,AUSTIN ,TX ,101 
PRECISION PRODUCTS INC ,850 CR 177 ,LEANDER ,TX ,1908 
,3750 FM 1488 STE D 102 ,THE WOODLANDS ,TX ,1 
EDWARD & JUAN C ,901 VZ CR 3215 ,WILLS POINT ,TX ,42 
LLC ,168 CR 3672 ,SPRINGTOWN ,TX ,14 
,18456 ST HWY 6 S ,COLLEGE STATION ,TX ,9 
,1724 S HWY 287 ,CORSICANA ,TX ,2 
RIFLE COMPANY ,1309 BEN RICHEY DR ,ABILENE ,TX ,6 
CUSTOMS LLC ,574 CR 1362 ,GARRISON ,TX ,10 


Table
16205304 ,"RIEHL, MARK EDWARD "
16206717 ,SMITH CUSTOM 
16207535 ,SOUTHERN ENTERPRISES LLC 
16207129 ,TENNESSEE 
16208127 ,THE TACTICAL EDGE LLC 
16208955 ,"THOMAS, "
16208855 ,ULTIMATE ARMS LLC 
16209127 ,VISIONARY FABRICATION LLC 
16206220 ,"WILLYERD, "
57507990 ,2A FREEDOM COMPANY LLC 
57510073 ,4W INC 
57509545 ,5 TOES CUSTOM LLC 
57602759 ,A M ROBERTS 
57503538 ,AAA CLASICS OF AMERICA LLC 
57511374 ,ADAPTIVE 
57510898 ,"AKIN, ERIC ROSS "
57510030 ,ALAMO PRECISION RIFLES LLC 
57509835 ,ALANZIA LLC 
57509086 ,AMERICAN ARMAMENT COMPANY LLC 
57510105 ,AMMO BIZ 
57404880 ,"ANTUNEZ, CARLOS "
57407398 ,ARCHER MFG INC 
57406070 ,ARMADILLO 
57407660 ,ATX ARMORY LLC 
57401497 ,AUSTIN 
57605057 ,AUTONOMOUS ARMORY LLC 
57509216 ,"AVILA, "
57509557 ,BECK DEFENSE 
57454185 ,"BILL WISEMAN & CO, INC "
57512223 ,BLACK FLAG UNITED LLC 


