Table
,,,STREET ,CITY ,ST ,RIFLE MFG 
,,,,BATON ROUGE ,LA ,20 
"ARMS, LLC ",,,128 ROBERTSON RD ,BALL ,LA ,5 
,,,,DENHAM SPRINGS ,LA ,1 
DAVID H JR ,,,216 RUNDELL LOOP ,DELHI ,LA ,21 
,,,,PRINCETON ,LA ,34 
LLC ,,,1655 SWAN LAKE ROAD ,BOSSIER CITY ,LA ,20 
,,,1200 ,SHREVEPORT ,LA ,7 
,,,,GEORGETOWN ,LA ,6 
,,,SUITE 105 ,MANDEVILLE ,LA ,21 
,,,,PLAQUEMINE ,LA ,2 
,,,,RACELAND ,LA ,4 
,,,,GONZALES ,LA ,11 
,,,,BENTON ,LA ,1 
,,,RD ,JEANERETTE ,LA ,3 
,,,DRIVE ,SHREVEPORT ,LA ,5 
ENTERPRISES LLC ,,,44 ROY BLAIR RD ,DEVILLE ,LA ,5 
,,,CIRCLE ,YOUNGSVILLE ,LA ,67 
,,,,IOTA ,LA ,10 
,,,,PALMER ,MA ,13 
,,,3A ,FRAMINGHAM ,MA ,5 
,,,AVE ,BOXBOROUGH ,MA ,4 
,,,110 ,CLINTON ,MA ,27 
,,,RD UNIT 5 ,POCASSET ,MA ,12 
,,,,GLOUCESTER ,MA ,6 
INC ,,,569 MAIN STREET ,HUDSON ,MA ,15 
,,,,EAST TEMPLETON ,MA ,47 
,,,STE 7 ,FRANKLIN ,MA ,8 
,,,STE 180U ,WOBURN ,MA ,5 
,,,130 GODDARD MEMORIAL DR ,WORCESTER ,MA ,9086 
INC ,,,100 SPRINGDALE RD ,WESTFIELD ,MA ,311878 
CORP ,,,2100 ROOSEVELT AVE ,SPRINGFIELD ,MA ,396710 
,,,,AGAWAM ,MA ,14 
,,,,WEST SPRINGFIELD ,MA ,8091 


Table
57204834 ,AKLYS DEFENSE LLC ,9683 MAMMOTH AVE 
57203561 ,ALL WEATHER ,
57202469 ,CARLOS MACHINE SHOP SERVICE LLC ,35117 OAK PLACE DR 
57205140 ,"CHRISTMAN, ",
57233690 ,CLARK CUSTOM GUNS INC ,336 SHOOTOUT LN 
57204714 ,DAVCO SERVICES ,
57203147 ,"EVANS, DAVID W AND COLIN M ",7600 FERN AVE BLDG 
57205427 ,HOSS SERVICES LLC ,320 BRUCE RD 
57205057 ,IIA DEFENSE LLP ,111 N CAUSEWAY BLVD 
57204957 ,KASE ARMS LLC ,59385 EMMA AVE 
57205133 ,"MCGEE, JOE K ",267 NEW HAVEN ST 
57203726 ,MESA KINETIC RESEARCH LLC ,13238 AIRLINE HIGHWAY 
57205017 ,MOODY CUSTOM ARMS LLC ,128 DOE LN 
57205187 ,"MOORE, DAVID E SR ",1214 BIG FOUR CORNERS 
57203852 ,MW PRODUCTIONS LLC ,8173 S LAKESHORE 
57205507 ,PRO BOHA ,
57205288 ,SHEEPDOG LLC ,901 SOUTH LAKE 
57204623 ,TITAN PRECISION RIFLES LLC ,360 EVERGREEN RD 
60412498 ,CS INDUSTRIES LLC ,13 SECOND ST 
60406097 ,ELITE FIREARMS CORP (NV) ,1 WATSON PLACE BLD 
60405951 ,FINE LINE FIREARMS LLC ,972 MASSACHUSETTS 
60407439 ,IMAGING DATA CORPORATION ,627 HIGH STREET RTE 
60412377 ,KULAS CUSTOMS LLC ,103 BARLOWS LANDING 
60406596 ,"LEANOS, WILLIAM & AULD, KATHLEEN ",30 MARSH ST 
60411843 ,MACH MACHINE ,
60412375 ,ORCHARD INDUSTRIES LLC ,7 NORTH MAIN STREET 
60412012 ,PRECISION METAL FABRICATORS LLC ,842 UPPER UNION ST 
60411576 ,PRECISION POINT FIREARMS LLC ,155 NEW BOSTON ST 
60435456 ,"SAEILO, INC ",
60433152 ,"SAVAGE ARMS, ",
60401684 ,SMITH & WESSON ,
60401163 ,TAUGWANK SPUR CORP ,1670 MAIN ST 
60404099 ,TROY INDUSTRIES INC ,151D CAPITAL DR 


