Table
,,,,STREET ,CITY ,ST ,RIFLE MFG 
,,,,,PORTER ,TX ,1 
,,,,114 HALMAR COVE ,GEORGETOWN ,TX ,106 
,,,,A ,EDINBURG ,TX ,10 
,,,,,DAMON ,TX ,4 
LLC ,,,,12999 MURPHY RD STE M-16 ,STAFFORD ,TX ,38 
,,,,,MINGUS ,TX ,16 
,,,,,KRUM ,TX ,27 
STATION LC ,,,,119 NORTH 19TH ST ,TEMPLE ,TX ,3 
,,,,,BURLESON ,TX ,17 
,,,,,SHINER ,TX ,84 
LLC ,,,,2049 CREEK RIDGE DR ,FRISCO ,TX ,8 
,,,,,CROSBY ,TX ,4 
,,,,,PFLUGERVILLE ,TX ,719 
,,,,12700 COUNTY RD 363 ,BLANKET ,"SELECTED, TX ",7 
,,,,,AUSTIN ,TX ,70 
,,,,,ROSENBERG ,TX ,3 
,,,,BLDG#1 ,DRIPPING SPRINGS ,"SELECTED, TX ",5 
,,,,1106 W MCHARG ,STAMFORD ,"SELECTED, TX ",1 
,,,,,KENNEDALE ,"SELECTED, TX ",8 
MARSHALL ,,,,625 BRIARWOOD TRAIL ,JOSHUA ,TX ,11 
,,,,,CONROE ,TX ,27 
,,,,,ACKERLY ,TX ,44 
,,,,7412 JOHN RALSTON RD ,HOUSTON ,TX ,12 
,,,,,BOYD ,TX ,28 
,,,,10479 FM 2093 TIVYDALE RD ,FREDERICKSBURG ,TX ,1 
,,,,3 CHANDLERS WAY ,MAGNOLIA ,TX ,2 
,,,,,MULESHOE ,TX ,2 
BRADLEY ,,,,2892 HWY 71 W UNIT 1 ,CEDAR CREEK ,TX ,21 
"IV & CRUM, ",JASON ,,,2007 INDUSTRIAL BLVD STE B ,ROCKWALL ,TX ,1 
ROBBIE ,,,,74 WEST 100 NORTH ,CENTERFIELD ,UT ,1 
,,,,2779 DIRECTORS ROW ,SALT LAKE CITY ,UT ,1697 
,,,,,HOLDEN ,UT ,129 


Table
57603418 ,SPRATLEN ARMS LLC ,16105 PORTER LN 
57404875 ,STI INTERNATIONAL LLC ,
57405395 ,SUPPRESSED TACTICAL SOLUTIONS LLC ,2102 NORTH MCCOLL RD STE 
57603270 ,T3 GUN WORKS LLC ,21802 LAKE VIEW RD 
57603250 ,TACTICAL ARMS OF TEXAS ,
57507235 ,TACTICAL PROFESSIONALS INC ,35100 N STATE HWY 108 
57506351 ,TALION LLC ,11555 HWY 380 W STE B202 
57404409 ,TEMPLE CONTRACT ,
57507611 ,TEXAR SPORTS LLC ,244 WOODBINE DRIVE 
57406564 ,TEXAS BLACK RIFLE CO INC ,222 N AVE F 
57504236 ,THOROUGHBRED RIFLES ,
57603771 ,"TOOLEY, RODNEY GREGE ",1511 INDIAN SHORES RD 
57405202 ,TRACKINGPOINT INC ,3813 HELIOS WAY SUITE 290 
57508465 ,"TUCKER, CORDELL WAYNE ",
57404767 ,UNDERGROUND TACTICAL ARMS COMPANY ,14141 HWY 290 W. SUITE 400 
57603887 ,"VAUGHT, EDWIN JOSEPH ",4707 STATE HWY 36 S STE 43 
57405748 ,W GLOBAL LLC ,"101 FARRELL LANE, STE A, "
57505428 ,"WALCOTT, BARRY ALAN ",
57507248 ,WE THE PEOPLE FIREARMS LLC ,4110 S EDEN RD 
57505688 ,"WEBSTER, EDWARD ",
57603430 ,WEST FORK ARMORY LLC ,2007 TIMBERLANE ST 
57504958 ,WEST TEXAS ORDNANCE INC ,17801 NORTH FM 2230 
57601795 ,"WHITE, MELTON RAY ",
57502590 ,WISE LITE ARMS INC ,903 S ALLEN 
57402595 ,"WORRELL, CHARLES H ",
57603665 ,WTFIREARMS LLC ,
57506014 ,"WYER, DAVID STILES ",213 S 1ST ST 
57405131 ,"WYPER, ROBERT & ",
57504503 ,"YOULE, GORDON ELMORE DARYL ",
98701433 ,"ANDERSON, MITCHELL ",
98787363 ,ARMS TECHNOLOGY INC ,
98702127 ,"ARNOLD, JORDAN MICHAEL ",6530 N 1700 E 
98701672 ,BAR-NEL INC ,2698 SOUTH REDWOOD RD 


