Table
,,,STREET ,CITY ,ST ,RIFLE MFG
,,,,,IL ,14
,,,415 W JACKSON AVE ,NAPERVILLE ,IL ,1
,,,,,IL ,1
,,,,,IL ,7
,,,,,IL ,1
CARL ,,,15796 STONEWALL DRIVE ,MILLBROOK ,IL ,3
,,,,,IL ,18569
,,,,,IL ,12
INC ,,,855 COMMERCE PARKWAY ,CARPENTERSVILLE ,IL ,107
,,,,,IL ,48514
,,,,,IN ,3484
,,,,,IN ,10
LLC ,,,265 QUARRY LINE RD SW ,CORYDON ,IN ,7
,,,,,IN ,29
,,,,,IN ,3
MANUFACTURING LLC ,,,1031 COLUMBIA AVE ,FT WAYNE ,IN ,17
,,,,,IN ,5
,,,16335 BUILDING #5 LIMA ROAD ,HUNTERTOWN ,IN ,1
,,,,,IN ,10
,,,10660 NUTMEG RD ,PLYMOUTH ,IN ,1
GUNS LLC ,,,11757 E ST RD 205 ,LAOTTO ,IN ,2
,,,,,IN ,2
LLC ,,,1740 EAST ST RD 163 ,CLINTON ,IN ,17
SYSTEMS LLC ,,,5825A PROSPECT DR ,NEWBURGH ,IN ,139
,,,,,IN ,112
GUNS LLC ,,,3762 N COUNTY RD 450 EAST ,CONNERSVILLE ,IN ,3
,,,,,IN ,6
,,,,,IN ,7
,,,,,IN ,10
LLC ,,,440 PEACEFUL VALLEY RD ,MITCHELL ,IN ,1
LLC ,,,1600 WEST CENTER ST ,WARSAW ,IN ,11
,,,,,IN ,11


Table
33703575 ,MTZ ARMORY LLC ,144 WILDWOOD DR ,MT ZION
33603459 ,0DIN ARMS LLC ,,
33733384 ,0GLESBY & OGLESBY GUNMAKERS INC ,744 W ANDREW RD ,SPRINGFIELD
33735964 ,"OTTE, MICHAEL M ",200 SECOND AVE ,EDWARDSVILLE
33703741 ,PIASA ARMORY LLC ,13 EAST BROADWAY ,ALTON
33602315 ,"RIZZO, ANTHONY ",,
33637004 ,ROCK RIVER ARMS INC ,1042 CLEVELAND RD ,COLONA
33603913 ,SCHRYVER FIREARMS INC ,102 S FIRST AVE ,FORRESTON
33601205 ,SPORTSWEREUS ,,
33635798 ,SPRINGFIELD INC ,420 W MAIN ST ,GENESEO
43505109 ,BCI DEFENSE LLC ,545 N BOWEN AVE ,BREMEN
43504565 ,"BELL, JOSEPH D ",3218 W COUNTY RD 650 N ,GREENSBURG
43505890 ,BOBS GUN SHOP ,,
43506049 ,DELTA TACTICAL SUPPLY LLC ,15605 LIMA RD ,HUNTERTOWN
43505747 ,DOWN BY THE TRACKS INC ,396 E JACKSON ST ,GALVESTON
43502389 ,HEDGEHOG ,,
43503958 ,HIS & HERS TARGET SPORTS LLC ,408 SOUTH MAIN ST ,SHERIDAN
43538094 ,JB CUSTOM INC ,,
43503866 ,K2 PRECISION GUNSMITHING ,149 W MAIN ST ,NEW ALBANY
43504166 ,LOCKWERKS INC ,,
43504650 ,LUTTER CUSTOM ,,
43505298 ,LYNTECH ENGINEERING INC ,6310 E STATE RD 14 ,ROCHESTER
43505211 ,M & S ARMAMENT ,,
43504386 ,MAG TACTICAL ,,
43504890 ,MARCOLMAR FIREARMS LLC ,5626 NEW PARIS PIKE ,RICHMOND
43503924 ,MATT'S CUSTOM ,,
43504848 ,PC & R FREEDOM ENTERPRISES LLC ,426 N MURPHY AVE ,BRAZIL
43503547 ,POWDER KEG LLC ,8267 E COUNTY RD 1200 NORTH ,SUNMAN
43505120 ,RECOIL GUNWORKS LLC ,1904 N SHELBY ST ,SALEM
43504974 ,RED BULL ARMORY ,,
43505419 ,SHEPHERD FIREARMS ,,
43502927 ,"SUMNER, BRUCE DAVID ",472 N UNION ST ,RUSSIAVILLE
43504812 ,TACTICAL WEAPONS & SUPPLY LLC ,2303 INDIANAPOLIS RD ,CRAWFORDSVILLE


