Table
,,,STREET ,CITY ,ST ,RIFLE MFG
LLC ,,,259 SOUTH PINE STREET ,FALL CREEK ,WI ,4
,,,,ADAMS ,WI ,17
,,,,BANCROFT ,WI ,55
,,,NORTH AVENUE ,WAUKESHA ,WI ,49
,,,,ELAND ,WI ,30
,,,NORTHCREST DR ,HARTLAND ,WI ,1
LLC ,,,716 S MARQUETTE RD ,PRAIRIE DU CHIEN ,WI ,9
,,,WEST ,JANESVILLE ,WI ,38
,,,1408 SOUTHRIDGE DR ,NEW LONDON ,WI ,7
,,,ST ,CHIPPEWA FALLS ,WI ,46
,,,COVE LN ,MOSINEE ,WI ,1
,,,MAIN STREET ,0SHKOSH ,WI ,33
,,,RD ,BANGOR ,WI ,6
ENTERPRISES LLC ,,,1501 W MAPLE ST ,RIVER FALLS ,WI ,2
,,,AVE ,BRISTOL ,WI ,5
,,,STREET ,RACINE ,WI ,42
"CO, LLC ",,,N5338 COUNTY S ,PLYMOUTH ,WI ,4
,,,MAIN ST ,HORTONVILLE ,WI ,2
LLC ,,,320 PUTNAM STREET SUITE 7 ,EAU CLAIRE ,WI ,28
,,,ST ,MENOMONIE ,WI ,27
,,,1452 SHERIDAN RD ,KENOSHA ,WI ,1
,,,AVE ,NEW HOLSTEIN ,WI ,778
LLC ,,,400 TRAVIS LN STE 34 ,WAUKESHA ,WI ,22
,,,,BURLINGTON ,WV ,1
,,,DRIVE SUITE 100 ,FAIRMONT ,WV ,312
LLC ,,,4641 RIPLEY RD ,REEDY ,WV ,5
,,,35 AXLE AVE ,MORGANTOWN ,WV ,2
,,,RD ,INWOOD ,WV ,2
A ,,,74 DUPONT RD SUITE A ,MARTINSBURG ,WV ,290
,,,GILLS LN ,GALLIPOLIS FERRY ,WV ,1
ENTERPRISES LLC ,,,214 PRICE ST ,GRANVILLE ,WV ,117
,,,69 TELENA COURT ,INWOOD ,WV ,26
CORP ,,,112 SURPLUS LN ,BRADLEY ,WV ,1


Table
33905871 ,DEZ TACTICAL ARMS INC ,2899 11TH ,,,,,DR
33900732 ,EAST RIDGE GUN CO INC ,6319 5TH ,,,,,AVE
33901982 ,GARY'S GUNS INC ,W 226 N ,,,,,1455
33901266 ,"HAYWOOD, LEROY EDWARD ",8540 HWY ,,,,,153
33903956 ,"JOHNSON, CHARLES BENJAMIN III ",W 324 N ,,,,,8340
33906094 ,KSTARKY ENTERPRISES ,,,,,,
33904438 ,"KUHL, SCOTT ",2144 HWY ,,,,,14
33904776 ,KUSTOM ARMS LLC ,,,,,,
33900697 ,"LAUER, STEVEN MICHAEL ",3601 ,129TH ,,,,
33905218 ,LEAD-R LLC ,2160 ,,HIDDEN ,,,
33903873 ,LONG RANGE RIFLES LLC ,601 SOUTH ,,,,,
33903655 ,"MARSHALL, LARRY ELON ",N 2851 ,,,,,ANTONY
33905564 ,MINUTE OF ANGLE ,,,,,,
33904240 ,NORTHERN COMPETITION LLC ,8332 ,196TH ,,,,
33905246 ,NORTON FIREARMS INC ,1405 16TH ,,,,,
33903497 ,PROVIDENCE TOOL ,,,,,,
33904561 ,REAPER TACTICAL LLC ,838 WEST ,,,,,
33904639 ,SCOTSMAN ARMS ,,,,,,
33905707 ,SD TACTICAL ARMS LLC ,N6830 ,,,550TH ,,
33906714 ,THE GUN SHOP LLC ,,,,,,
33903955 ,THUREON DEFENSE LLC ,2118 ,,,,,WISCONSIN
33905563 ,WISCONSIN TACTICAL ,,,,,,
45501946 ,"ALLEGANY TACTICAL RIFLES, LLC ",RT 1 BOX ,,,,,68AA
45500959 ,BLACKHEART INTERNATIONAL LLC ,3000 ,,,,,TECHNOLOGY
45501738 ,BULLGATOR TACTICAL ,,,,,,
45501161 ,"COLSMANN, ERNEST ",,,,,,
45501546 ,EFI LLC ,113 ,HAWICK ,,,,
45502891 ,"HOSTETTER, MARK ",,,,,,
45502304 ,KNT ENTERPRISES LLC ,504 ,,EVERETT ,,,
45500132 ,MELVIN FORBES ,,,,,,
,,,,,,,


