Table
,,,,STREET ,CITY ,ST ,RIFLE MFG 
OUTFITTERS LLC ,,,,503-A HARBOR BLVD ,DESTIN ,FL ,19 
,,,,5570 FLORIDA MINING BLVD S STE 106 ,JACKSONVILLE ,FL ,10 
,,,,5548 S RIDGEWOOD AVE ,PORT ORANGE ,FL ,7 
BARREL LLC ,,,,3508 E GULF TO LAKE HWY ,INVERNESS ,FL ,1 
,,,,9600 DILLON AVE ,HASTINGS ,FL ,3 
LLC ,,,,5662 PALMER BLVD ,SARASOTA ,FL ,2 
,,,,1494 HICKORY STREET UNIT 1 ,NICEVILLE ,FL ,42 
,,,,6950 PHILIPS HWY STE #2 ,JACKSONVILLE ,FL ,34 
AMMUNITION LLC ,,,,75 SW IRWIN AVE ,WEST MELBOURNE ,FL ,2 
,,,,2987 BELLEVUE AVE BLDG E2 12B ,DAYTONA BEACH ,FL ,10 
,,,,2144 FRANKLIN DRIVE NE ,PALM BAY ,FL ,17523 
LLC ,,,,5645 YOUNGQUIST RD UNIT 11 ,FORT MYERS ,FL ,188 
,,,,4307 N BAYWOOD DR ,HERNANDO ,FL ,1 
LLC ,,,,711 N RAILROAD AVE ,BOYNTON BEACH ,FL ,115 
INC ,,,,8380 ULMERTON RD SUITE 308/310 ,LARGO ,FL ,10 
,,,,12540 BRADY PLACE BLVD ,JACKSONVILLE ,FL ,12 
,,,,2509 TURKEY CREEK RD STE #1 ,PLANT CITY ,FL ,1 
,,,,2523 PALMETTO RD ,MOUNT DORA ,FL ,19 
,,,,1475 COX ROAD ,COCOA ,FL ,10003 
REED JR ,,,,701 COLUMBIA BLVD ,TITUSVILLE ,FL ,164 
CO ,,,,701 COLUMBIA BLVD ,TITUSVILLE ,FL ,1322 
ENTERPRISES INC ,,,,4331 126TH DR N ,WEST PALM BEACH ,FL ,20 
INCORPORATED ,,,,1054 LARCH WAY ,WELLINGTON ,FL ,1 
,,,,2710 EWELL RD ,LAKELAND ,FL ,1 
SERVICE AND REPAIR ,,,,LLC 555 MARLBOROUGH ST UNIT 8 ,OLDSMAR ,FL ,2 
,,,,1315 SW 1 CT ,POMPANO BEACH ,FL ,43 
,,,,7450 STATE HIGHWAY 81 ,PONCE DE LEON ,FL ,6 
,,,,48 COMMERCE LN BLDG 1 STE 7 ,FREEPORT ,FL ,158 
,,,,6180 BABCOCK STREET SW UNIT 40 ,PALM BAY ,FL ,6 
WORX MFG INC ,,,,16 S ANDROS RD ,KEY LARGO ,FL ,9 
USA LLC ,,,,3905 ABBY LN ,JACKSONVILLE ,FL ,13 
,,,,3895 39TH SQUARE ,VERO BEACH ,FL ,11 


Table
15949260 ,GTGJFE LLC 
15914742 ,GUN FIRE INC 
15932337 ,GUN STOCK AND 
15932606 ,GUNS-N-MORE TACTICAL SUPPLY LLC 
15914166 ,GUNSMITHS GALLERY 
15931535 ,HAMMER ARMS LLC 
15931975 ,HARDLINE CUSTOM LLC 
15930910 ,HEARTLAND 
15948789 ,HOLE IN THE WALL GUN SHOP LLC 
15926496 ,I O INC 
15930351 ,IN GUNS WE TRUST 
15912041 ,INFINITY GUN TECH LLC 
15932763 ,IRON SIGHTS PRECISION 
15918741 ,IRON SITE GUN SHOP 
15916004 ,JAN GUN WORKS LLC 
15932423 ,JTAC INDUSTRIES LLC 
15921330 ,"KARVASALE, MARK AUGUSTUS "
15940806 ,KEL TEC CNC INDUSTRIES INC 
15917454 ,"KNIGHT, CHARLES "
15940998 ,KNIGHTS MANUFACTURING 
15932673 ,KYLE GROHMANN 
15913148 ,LEONIDAS CUSTOMS 
15916633 ,LEWMAN ARMS MANUFACTURING LLC 
15932413 ,MARSHALL'S FIREARM 
15917215 ,NATIONAL ARMORY LLC 
15930143 ,NIGHT OPS LLC 
15932814 ,NOUS DEFIONS LLC 
15932500 ,"ORNDOFF, WILLIAM & COREY "
15931562 ,PARADISE WEAPON 
15932810 ,PATRIOT TACTICAL 


