RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL
99202128 ,,29 COLLEGE RD #8B-2 ,FAIRBANKS ,AK ,0 ,1 ,0 ,0 ,0 ,0 ,1
99202113 ,MAT-SU TACTICAL LLC ,,WASILLA ,AK ,1 ,0 ,0 ,0 ,0 ,0 ,1
99202805 ,NORTH FORK SUPPLY LLC ,19025 SECOND ST ,EAGLE RIVER ,AK ,0 ,0 ,1 ,0 ,0 ,0 ,1
16305972 ,ARSENAL DEFENSE LLC ,207 PATRICIA ST ,HUEYTOWN ,AL ,0 ,0 ,1 ,0 ,0 ,11 ,12
16304127 ,BROTHERS IN ARMS LLC ,22571 CANTRELL LANE ,ATHENS ,AL ,1 ,0 ,0 ,0 ,0 ,0 ,1
16304871 ,BROWN HOUND LLC ,187 SOUTHERN DR ,ENTERPRISE ,AL ,0 ,0 ,0 ,0 ,0 ,1 ,1
16303219 ,,312 LEE RD 553 ,PHENIX CITY ,AL ,0 ,0 ,3 ,0 ,0 ,0 ,3
16303111 ,,1157 PHILLIPS RD ,LANETT ,AL ,0 ,0 ,2 ,0 ,1 ,0 ,3
16305125 ,D & D DESIGN & MACHINE ,195 COMM SCOPE WAY ,SCOTTSBORO ,AL ,0 ,0 ,0 ,0 ,0 ,1 ,1
16305829 ,DEFENDING AMERICA LLC ,88 LEE ROAD 2078 ,PHENIX CITY ,AL ,0 ,2 ,0 ,0 ,0 ,0 ,2
16305276 ,,725 BROOKLANE DRIVE ,HUEYTOWN ,AL ,0 ,5 ,0 ,0 ,0 ,0 ,5
16337359 ,,17943 GROUND HOG RD ,ADGER ,AL ,6 ,0 ,0 ,0 ,0 ,0 ,6
16307017 ,FLINT RIVER ARMORY LLC ,195 COMM SCOPE WAY ,SCOTTSBORO ,AL ,0 ,0 ,0 ,0 ,0 ,9 ,9
16306258 ,(FRA) GLOBAL AEROSPACE AND DEFENSE MANUFACTURING LLC ,1002 DOUGLAS AVE ,0PP ,AL ,0 ,0 ,0 ,0 ,1 ,0 ,1
16305749 ,,3548 PELHAM PKWY S ,PELHAM ,AL ,0 ,0 ,0 ,0 ,0 ,2 ,2
16306823 ,MM VENTURES LLC ,5330 STADIUM TRACE PKWY SUITE 240 ,HOOVER ,AL ,0 ,1 ,0 ,0 ,0 ,0 ,1
16306445 ,,642 PINE RD ,PELL CITY ,AL ,0 ,3 ,0 ,0 ,0 ,0 ,3
16305652 ,REMINGTON ARMS COMPANY LLC ,1816 REMINGTON CIRCLE SW ,HUNTSVILLE ,AL ,0 ,0 ,0 ,29206 ,36414 ,19232 ,84852
16306613 ,,23 FOREST MEADOW BLVD ,HUNTSVILLE ,AL ,0 ,0 ,0 ,0 ,1 ,0 ,1
57102051 ,,1223 HWY 412 W ,SILOAM SPRINGS ,AR ,5 ,0 ,0 ,0 ,0 ,0 ,5
57104118 ,,34 HELEN DR ,LONOKE ,AR ,0 ,0 ,0 ,0 ,0 ,1 ,1
57104490 ,,8041 HAPPY VALLEY DR ,CHESTER ,AR ,1 ,0 ,0 ,0 ,0 ,0 ,1
57104828 ,,404 N DUDNEY ST ,MAGNOLIA ,AR ,0 ,0 ,0 ,0 ,0 ,4 ,4
57100301 ,,680 FISH AND FIDDLE ,MOUNTAIN HOME ,AR ,2 ,0 ,0 ,0 ,13 ,3 ,18
57101324 ,,171 MADISON 1510 ,HUNTSVILLE ,AR ,0 ,0 ,0 ,0 ,40 ,143 ,183
57104386 ,NIGHTHAWK CUSTOM LLC ,1306 WEST TRIMBLE AVE ,BERRYVILLE ,AR ,0 ,0 ,0 ,0 ,713 ,2653 ,3366
57104537 ,P O ARMORY LLC ,182 DAKOTA TRL ,POCAHONTAS ,AR ,0 ,0 ,0 ,0 ,1 ,0 ,1
57105117 ,,1774 S HARDING PL ,FAYETTEVILLE ,AR ,0 ,0 ,0 ,0 ,2 ,0 ,2
57101116 ,VLH INC ,1105 INDUSTRIAL DR ,BERRYVILLE ,AR ,0 ,0 ,0 ,0 ,669 ,2431 ,3100
