Table
,,,STREET ,CITY ,ST ,RIFLE MFG 
,,,,JOPLIN ,MO ,3 
CUSTOMS LLC ,,,405 EAST 13TH AVE ,NORTH KANSAS CITY ,MO ,36 
,,,,BOONVILLE ,MO ,68 
LLC ,,,1141 SWIFT ST ,NORTH KANSAS CITY ,MO ,740 
,,,,GRAVOIS MILLS ,MO ,2 
,,,9364 STATE ROUTE F ,FARMINGTON ,MO ,7 
MACHINE & TOOL CO ,,,1030 SOUTH 8TH ST ,SAINT JOSEPH ,MO ,6 
ELLIS ,,,606 PRINCETON GATE DR ,CHESTERFIELD ,MO ,1 
LLC ,,,4680 A STATE HWY 74 ,CAPE GIRARDEAU ,MO ,22 
ALBERT ,,,9598 B S.W. CR 178 ,RICH HILL ,MO ,5 
,,,,KIRKSVILLE ,MO ,5 
,,,,SAINT JOSEPH ,MO ,2 
,,,,REEDS SPRING ,MO ,18 
,,,,WASHINGTON ,MO ,5 
,,,CT UNIT C ,SAINT LOUIS ,MO ,23 
,,,,DITTMER ,MO ,29 
,,,,VERSAILLES ,MO ,133 
,,,,SAINT CLAIR ,MO ,3 
,,,,NEVADA ,MO ,71 
,,,,MEXICO ,MO ,12 
,,,,WESTON ,MO ,23 
EDWARD ,,,11435 HWY 95 ,LYNCHBURG ,MO ,2 
,,,,SPRINGFIELD ,MO ,5 
LLC ,,,125 RIVER RIDGE LN ,CAPE GIRARDEAU ,MO ,2 
,,,,JOPLIN ,MO ,9 
MUSKET LLC ,,,321 E CEDAR CT ,COLUMBIA ,MO ,2 
,,,,WARSAW ,MO ,8 
,,,,JASPER ,MO ,1 
LLC ,,,4077 HWY 37 ,MONETT ,MO ,2 
,,,,BLUE SPRINGS ,MS ,11 
TACTICAL ORDNANCE LLC ,,,226 COUNTY RD 235 ,ABBEVILLE ,MS ,3 
M ,,,410 OLD HICKORY DR ,LAKE CORMORANT ,MS ,10 
,,,,,,


Table
54303117 ,COUNTRY GUN SHOP LLC ,6947 EAST 20TH STREET 
54309531 ,CRESCENT ,
54311561 ,FIRE FOR EFFECT INC ,2301 BOONSLICK DR 
54303217 ,G A PRECISION ,
54304601 ,GRANDMASTERS LLC ,29739 HWY J 
54313326 ,GUNWARE LLC ,
54312694 ,HARSHMAN ,
54309645 ,"HERZOG, STEPHEN ",
54304643 ,JACKSON SERVICES ,
54308741 ,"JACOBS, JOHN ",
54312428 ,LIBERTY ARSENAL LLC ,19521 TAMARACK TRAIL 
54311637 ,LYON GUNSMITHING LLC ,10015 SW STATE RT JJ 
54310714 ,MILES PER HOUR LLC ,86 EMERSON RD 
54310756 ,MISSOURI VALLEY ARMS LLC ,6656 HIGHWAY BB 
54312890 ,MOA LLC ,11017 GRAVOIS INDUSTRIAL 
54311347 ,MOA LLC ,701 KELEMEN CT 
54311296 ,OZARK GUN & PAWN LLC ,14752 HWY 52 
54313379 ,PLAN B INDUSTRIES LLC ,300 S COMMERCIAL AVE 
54306091 ,PRECISION MACHINED PARTS INC ,1214 N OSAGE BLVD 
54303230 ,"RALEIGH, DARIN EUGENE ",18622 AUDRAIN CO RD 937 
54311493 ,RIVER'S BEND GUN CO LLC ,401 BLACKHAWK ST 
54304386 ,"RYBACK, DAVID ",
54312638 ,SALUS ARMS LLC ,2400 E BENNETT ST STE 2 
54306984 ,SEMO GUN SALES ,
54305838 ,"SULLIVAN GUN WORKS, LLC. ",727 VIRGINIA 
54313664 ,THE MODERN ,
54312222 ,TRIPLE RIVER GUNSMITHING LLC ,619 COMMERCIAL ST 
54306071 ,"WATSON, ROY ALLEN ",705 SOUTH J J HWY 
54311752 ,ZIOS BUNKER ,
16404074 ,A&W GUNWERKS LLC ,1123 CR 193 
16402440 ,ADVANCED ,
16404572 ,"AMMAR, AMMAR ",
16403740 ,BACK IN BLACK TACTICAL LLC ,289 C F WARD RD 


