Table
INC ,,,,7312 NW 46TH STREET ,MIAMI ,FL ,13 
SR ,,,,9415 OLD ST AUGUSTINE RD ,TALLAHASSEE ,FL ,4 
,,,,,HOBE SOUND ,FL ,2 
FIREARMS LLC ,,,,1417 HAMLIN AVE SUITE C ,SAINT CLOUD ,FL ,245 
,,,,,LEESBURG ,FL ,1 
,,,,,VERO BEACH ,FL ,6 
LLC ,,,,3001 44TH AVE N ,SAINT PETERSBURG ,FL ,2 
TAMPA LLC ,,,,2550 LAND O LAKES BLVD UNIT 194 ,LAND O LAKES ,FL ,3 
,,,,4111 SW 47TH AVE STE 313 ,DAVIE ,FL ,25 
,,,,,FORT WALTON BEACH ,FL ,11 
,,,,,SAINT PETERSBURG ,FL ,275 
LLC ,,,,3400 GRISSOM PKWY ,COCOA ,FL ,7889 
,,,,935 SHADICK DR ,ORANGE CITY ,FL ,21 
,,,,,SAINT PETERSBURG ,FL ,6 
,,,,627 SCHNEIDER DR ,FORT WALTON BEACH ,FL ,3 
LLC ,,,,3220 DUNDEE ROAD SUITE 3236 ,WINTER HAVEN ,FL ,45 
,,,,,PENSACOLA ,FL ,8 
,,,,TRAIL ,FORT MYERS ,FL ,3 
,,,,,GROVELAND ,FL ,10 
,,,,AVE ,TAMPA ,FL ,37 
& SERVICES INC ,,,,6843 N CITRUS AVE BLDG #10 ,CRYSTAL RIVER ,FL ,2 
,,,,,INVERNESS ,FL ,14 
,,,,STE 2 ,JACKSONVILLE ,FL ,3 
,,,,,DAYTONA BEACH ,FL ,14 
,,,,,OCALA ,FL ,14399 
,,,,W ,LAKELAND ,FL ,12 
,,,,UNIT E ,SARASOTA ,FL ,1 
,,,,102A ,EUSTIS ,FL ,3 
,,,,UNIT 1 ,NICEVILLE ,FL ,48 
,,,,,JACKSONVILLE ,FL ,43 
,,,,14000 NW 58TH CT STE 2 ,HIALEAH ,FL ,4 
,,,,2144 FRANKLIN DRIVE NE ,PALM BAY ,FL ,13406 
,,,,5645 YOUNGQUIST RD UNIT 11 ,FORT MYERS ,FL ,147 


Table
15926277 ,BRIGADE MANUFACTURING ,
15916061 ,"BRIGGS, WILLIAM HARRY ",
15930516 ,"BRYDEBELL, JAY WARREN SR ",12981 SE SUZANNE DR 
15931334 ,CENTRAL FLORIDA ,
15913096 ,CENTRAL FLORIDA GUN & TACTICAL LLC ,320 EXECUTIVE BLVD 
15907948 ,CHARLES W JENKINS LLC ,977 18TH AVE SW 
15913670 ,COLT'S BALLISTIC LOGISTICS ,
15931261 ,CPR TRAINING CENTER ,
15915069 ,CSC ARMS LLC ,
15914010 ,DALPAR CORPORATION ,1768 GUILDFORD COURT 
15912603 ,DEFINITIVE ARMS LLC ,11865 34TH ST N 
15910123 ,DIAMONDBACK FIREARMS ,
15925543 ,DIV 3 INC ,
15913631 ,DNS SIGNS & LIGHTING INC ,2520 32ND AVE N 
15932818 ,"DOWNING, CALEB ",
15916277 ,DRAGON FIRE ARMORY ,
15930580 ,FAIRBANKS AND FAIRBANKS INC ,405 SOUTH K STREET 
15910284 ,FIRE-LINE AMMUNITION & FIREARMS INC ,15485 SOUTH TAMIAMI 
15922573 ,FIREBASE TACTICAL LLC ,128 W BROAD ST 
15914831 ,FLORIDA FIREARMS ACADEMY LLC ,13317 W HILLSBOROUGH 
15904894 ,FORDS CUSTOM PLATING ,
15913700 ,FRANKER ENTERPRISES INC ,1621 N CROFT AVE 
15930984 ,GFT ARMS LLC ,6690 COLUMBIA PARK DR 
15931364 ,GHOST FIREARMS LLC ,828 S NOVA ROAD 
15909552 ,GOOD TIME OUTDOORS INC ,4600 W HIGHWAY 326 
15920961 ,GRAY MATTER ARMS LLC ,7934 RIDGEGLEN CIRCLE 
15914166 ,GUNSMITHS GALLERY LLC ,4333 SOUTH TAMIAMI TRAIL 
15932142 ,H&M FIREARMS LLC ,15519 US HWY 441 SUITE 
15931535 ,HAMMER ARMS LLC ,1494 HICKORY STREET 
15931975 ,HARDLINE CUSTOM LLC ,6950 PHILIPS HWY STE #2 
15930591 ,HOPLITE SYSTEMS LLC ,
15926496 ,I O INC ,
15930351 ,IN GUNS WE TRUST LLC ,


