Table
,,,,,STREET ,CITY ,ST ,RIFLE MFG 
,,,,,1669 NW HENEFER ROAD ,HENEFER ,UT ,16 
,,,,,12650 W 150 N ,ALTAMONT ,UT ,9 
,,,,,"550 NORTH CEMETERY ROAD, BUILDING ",GUNNISON ,UT ,4186 
,,,,,#1 248 W 9210 S ,SANDY ,UT ,7 
LLC ,,,,,163 SOUTH CENTER ST ,WELLSVILLE ,UT ,1 
,,,,,3296 PROVOST CIRCLE ,SOUTH JORDAN ,UT ,1 
,,,,,1478 S 270 E STE #1 2A 4A ,SAINT GEORGE ,UT ,426 
LLC ,,,,,925 W 100 N SUITE A ,NORTH SALT LAKE ,UT ,96 
,,,,,186 DOE CREEK RD ,PEMBROKE ,VA ,1 
,,,,,4733 JEFFERSON DAVIS HWY ,FREDERICKSBURG ,VA ,112 
,,,,,733 MIDDLE VALLEY RD ,HARDY ,VA ,1 
INC ,,,,,US ARMY RADFORD ARSENAL RTE 114 BLDG 3701 ,RADFORD ,VA ,935 
,,,,,18825 HUNDRED ACRE LANE ,TRIANGLE ,VA ,1 
,,,,,4568 BLUE RIDGE BLVD ,BLUE RIDGE ,VA ,50 
,,,,,84 BUSINESS PARK CIR ,RUCKERSVILLE ,VA ,9 
,,,,,2309 LEE HWY ,MOUNT SIDNEY ,VA ,1 
,,,,,11034 AIR PARK RD UNIT 1 ,ASHLAND ,VA ,1 
,,,,,612 LAFAYETTE BLVD STE 200 ,FREDERICKSBURG ,VA ,49 
LLC ,,,,,5708 ROCKPORT LANDING PLACE ,MIDLOTHIAN ,VA ,3 
,,,,,50 E CHURCH ST ,KILMARNOCK ,VA ,5 
,,,,,615 BROAD STREET ,DUBLIN ,VA ,1 
,,,,,400 GREYSTONE DR ,WIRTZ ,VA ,1 
,,,,,6089 GRENOCK RD ,JEFFERSONTON ,VA ,6 
,,,,,11465 CREST HILL RD ,MARSHALL ,VA ,2 
,,,,,506 LAUREL HILL RD ,VERONA ,VA ,9 
,,,,,109 WAVERLY DR ,RUTHER GLEN ,VA ,1 
,,,,,17 S 5TH ST SUITE O ,WARRENTON ,VA ,4 
,,,,,2464 PLANTATION CREEK LANE ,CAPE CHARLES ,VA ,5 
,,,,,13930 METROTECH DR ,CHANTILLY ,VA ,1 
,,,,,9398 JAMESONS MILL RD ,CULPEPER ,VA ,1 
,,,,,2954 W LYNCHBURG SALEM TURNPIKE ,BEDFORD ,VA ,32 
,,,,,701 SOUTHLAKE BLVD STE A ,NORTH CHESTERFIELD ,VA ,1 
,,,,,,,,


Table
98701839 ,TACK DRIVERS 
98734710 ,TDJ INC 
98702020 ,THE ARMORY LLC 
98702291 ,WEIGH OF THE BULLET 
98734745 ,"WILLIS, JAMES A "
98702489 ,WILSON PRECISION ARMS INC 
98734724 ,"ZDF IMPORT/EXPORT, "
15413806 ,20-X INDUSTRIES LLC 
15413809 ,A S H INDUSTRIES INC 
15410684 ,"ACCURACY X, INC. "
15403245 ,ALEXANDER INDUSTRIES 
15413235 ,AMF SMALL ARMS CO LLC 
15412412 ,APPALACHIAN GUN WORKS LLC 
15405440 ,ASHBURY INTERNATIONAL GROUP INC 
15413728 ,BACKGROUNDS UNLIMITED INC 
15410222 ,BALLOU ENTERPRISES LLC 
15414766 ,BE READY ENTERPRISES LLC 
15414081 ,BLACK KNIGHT TACTICAL 
15413825 ,DAVES TRADING COMPANY LLC 
15408513 ,"DUBLIN PAWN, LLC "
15416108 ,E GIUFFRE INC 
15408575 ,"GRAVITAS SECURITY SERVICES, LLC "
15401410 ,"GREELEY, KEVIN P "
15410897 ,HAWK HILL CUSTOM LLC 
15414041 ,HIGHER POWER FIREARMS LLC 
15415639 ,HIGHFLYER ARMS LLC 
15410871 ,HISTORIC ARMS CORP 
15410657 ,IITYPE-10 LLC 
15407814 ,IMMORTAL Q LLC 
15413376 ,INDIAN ROCK TACTICAL LLC 
15412485 ,JLS CUSTOM ENTERPRISES LLC 


