Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL 
43807385 ,BK GUNS N STUFF LLC ,6255 POTTERS RD ,SARANAC ,MI ,O ,0 ,O ,0 ,0 ,2 ,2 
43809917 ,"CADOTTE, JOSHUA PAUL ",143 STATE HWY M35 ,NEGAUNEE ,MI ,0 ,2 ,0 ,O ,0 ,0 ,2 
43807837 ,J&D ARMAMENT LLC ,5921 HOLLOW CORNERS RD ,DRYDEN ,MI ,O ,O ,2 ,O ,O ,O ,2 
43808788 ,"KICKIN STEEL CUSTOM ARMS, LLC ",10292 GORDON RD ,FENTON ,MI ,1 ,0 ,O ,0 ,2 ,0 ,3 
43807721 ,PERFORMANCE MACHINING INC ,919 MICHIGAN STREET ,NILES ,MI ,O ,2 ,O ,O ,O ,0 ,2 
43809417 ,SPENCER RACE GUNS LLC ,5001 WILLOW RD ,MILAN ,MI ,O ,O ,O ,O ,1 ,0 ,1 
43809866 ,TRENTON FORGING COMPANY ,5523 HOOVER ST ,TRENTON ,MI ,O ,O ,O ,1 ,4 ,0 ,5 
43809424 ,TYPE A RIFLE CO LLC ,823 OTTAWA AVE NW ,GRAND RAPIDS ,MI ,O ,71 ,O ,O ,O ,O ,71 
43809872 ,WARLOK TACTICAL LLC ,12676 10 MILE RD STE B ,SOUTH LYON ,MI ,2 ,O ,O ,O ,O ,O ,2 
43809932 ,WILLIS GUN LLC ,10280 BEMIS ,WILLIS ,MI ,1 ,O ,O ,O ,1 ,O ,2 
34104920 ,ALEX PRO FIREARMS LLC ,8290 STATE HWY 29 N ,ALEXANDRIA ,MN ,10 ,1 ,100 ,O ,O ,49 ,160 
34104884 ,BARRELS AND ARROWS LLC ,3041 US HWY 59 ,MARSHALL ,MN ,6 ,O ,2 ,1 ,O ,O ,9 
34102861 ,COONAN INC ,4501 103RD CT NE # 120 ,BLAINE ,MN ,0 ,0 ,0 ,O ,0 ,1345 ,1345 
34103165 ,DEER COUNTRY ARCHERY INC ,32981 COUNTY RD 24 ,STARBUCK ,MN ,O ,2 ,2 ,O ,0 ,0 ,4 
34137259 ,E ARTHUR BROWN CO INC ,4088 COUNTY ROAD 40 NW ,GARFIELD ,MN ,1 ,O ,O ,2 ,O ,1 ,4 
34136974 ,JP ENTERPRISES INC ,15125 FRANCESCA AVENUE ,HUGO ,MN ,O ,25 ,O ,O ,O ,0 ,25 
34105195 ,L AND L ENDEAVORS LLC ,241 MAIN STREET UNIT 1 ,MILTONA ,MN ,O ,3 ,6 ,0 ,0 ,0 ,9 
34103314 ,MAGNUM RESEARCH INC ,12602 33RD AVE SW ,PILLAGER ,MN ,1 ,0 ,5 ,501 ,643 ,7217 ,8367 
34102996 ,MCKAY ENTERPRISES LLC ,2535 PILOT KNOB ROAD SUITE 117 ,MENDOTA HEIGHTS ,MN ,O ,O ,O ,O ,2 ,1 ,3 
34101717 ,NORDIC COMPONENTS INC ,79 EAST 8TH STREET ,WACONIA ,MN ,O ,O ,O ,O ,82 ,0 ,82 
34103228 ,SUB ZERO CRYOGENICS INC ,11265 375TH ST ,NORTH BRANCH ,MN ,O ,O ,O ,O ,1 ,0 ,1 
34102463 ,VELOCITY LLC ,6315 RICE LAKE ROAD ,DULUTH ,MN ,O ,O ,O ,O ,148 ,145 ,293 
54313481 ,ALIEN ARMORY TACTICAL LLC ,3126 WEST CLAY ,SAINT CHARLES ,MO ,O ,O ,O ,O ,14 ,89 ,103 
54311739 ,BLACK DAWN ,1511 N OHIO AVE ,SEDALIA ,MO ,1 ,O ,1 ,0 ,O ,0 ,2 
,MANUFACTURING & COATING LLC ,,,,,,,,,,
54306127 ,BLACK RAIN ORDNANCE INC ,11633 IRIS ROAD ,NEOSHO ,MO ,11 ,101 ,46 ,0 ,2 ,O ,160 
54305482 ,"CEDAR FALLS TACTICAL, LLC ",3519 CEDAR FALLS ROAD SUITE A ,BONNE TERRE ,MO ,2 ,O ,O ,O ,O ,0 ,2 
54307126 ,CHEROKEE FIREARMS LLC ,1500 W COLLEGE ,SPRINGFIELD ,MO ,1 ,0 ,0 ,O ,1 ,0 ,2 
54301610 ,CMMG INC ,2301 BOONSLICK DR ,BOONVILLE ,MO ,O ,27 ,105 ,0 ,283 ,429 ,844 
54310160 ,COMPOUND DESIGNS LLC ,29832 250TH ST ,LA GRANGE ,MO ,0 ,1 ,O ,O ,O ,0 ,1 
54312403 ,EARTH OUTDOOR TACTICAL LLC ,9871 EAST 20TH ST ,MOUNTAIN GROVE ,MO ,O ,O ,O ,O ,2 ,2 ,4 


