Table
61401976 ,EG INDUSTRIES INC ,815 RT 32 ,TILLSON ,NY ,3
61602913 ,"HAYNES, CHARLES C ",7803 CAMRODEN RD ,ROME ,NY ,3
61604034 ,HENDERSON HARBOR ENTERPRISES LLC ,8147 BENTON RD ,HENDERSON ,NY ,1
61603957 ,HYPERION ARMS AND AMMO LLC ,3 OSSIAN ST STE 102 ,DANSVILLE ,NY ,522
61101271 ,JERRY'S FIREARMS AND SUPPLIES INC ,436 CENTRAL AVE SUITE B ,BOHEMIA ,NY ,15
61602093 ,JOHN HENRICH COMPANY INC ,2686 GREEN ST ,EDEN ,NY ,3
61602170 ,JUST RIGHT CARBINES LLC ,231 SALTONSTALL ST ,CANANDAIGUA ,NY ,2444
61300458 ,KIMBER MEG INC ,1120 SAW MILL RIVER RD ,YONKERS ,NY ,11378
61602574 ,"LAGENDYK, JEFFREY M ",213 ELDER DRIVE ,FARMINGTON ,NY ,6
61100308 ,LRB OF LONG ISLAND INC ,96 CHERRY LANE ,FLORAL PARK ,NY ,68
61602475 ,REMINGTON ARMS COMPANY LLC ,14 HOEFLER AVE ,ILION ,NY ,2223
61603750 ,SPECOP TACTICAL CENTER LLC ,3056 STATE RT 11 ,LISLE ,NY ,457
61401675 ,TJ GUNS LTD ,112 WADE RD ,LATHAM ,NY ,2
61601135 ,TURNBULL MANUFACTURING COMPANY ,6680 RT 5-20 ,BLOOMFIELD ,NY ,17
61604159 ,WOLF HOLLOW FIREARMS LLC ,5425 WOLF HOLLOW RD ,ANDES ,NY ,5
61602057 ,XLI CORPORATION ,55 VANGUARD PKWY ,ROCHESTER ,NY ,1000
43104892 ,3G TACTICAL LLC ,1455 W MAIN ST STE A ,TIPP CITY ,0H ,6
43102394 ,ACRODYNE MEG CO ,41 KINGSTON AVE ,COLUMBUS ,0H ,60
43404636 ,AMERICAN MUSKET'S LLC ,7250 COMMERCE DRIVE UNIT K ,MENTOR ,0H ,7
43404294 ,AMERICAN TACTICAL CONCEPTS INC ,2731 S MEDINA LINE RD ,WADSWORTH ,0H ,5
43403691 ,AQUA GRAPHIX LLC ,3829 HAMILTON AVE STE 200 ,CLEVELAND ,0H ,1
43402759 ,ARES ARMS LLC ,4621 SLEEPY HOLLOW ,MEDINA ,0H ,1
43404791 ,ARTEMIS ARMS LLC ,50 JACKSON ST ,PORT CLINTON ,0H ,35
43103870 ,ASSAULT WEAPONS OF OHIO LLC ,582 N FAIRFIELD RD ,BEAVERCREEK ,0H ,44
43403688 ,B & N ARMORY LLC ,169 LEXINGTON AVE ,ELYRIA ,0H ,1
43404865 ,"BEACHLER, WILLIAM THOMAS ",634 HYDE SHAFFER RD ,BRISTOLVILLE ,0H ,4
43105898 ,"BRAUN, STEVEN A ",3366 PATTERSON HALPIN RD ,HOUSTON ,0H ,5
43405538 ,BRIAN POWLEY ENGRAVERS LLC ,206 OAKWOOD AVE ,BLOOMINGDALE ,0H ,3
43403656 ,BULLSEYE CUSTOM SHOP LLC ,1380 BONNIE DR ,MANSFIELD ,0H ,22
43405099 ,C&L GUNS LLC ,1771 CR 264 ,CLYDE ,0H ,3
43405345 ,CHAMPION PRECISION FIREARMS LLC ,4565 NORTH LEAVITT RD NW ,WARREN ,0H ,1
43403105 ,"CHESHIER, SHAWN ",10007 FRANCHESTER RD ,BURBANK ,0H ,3


