RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL
99202968 ,,3851 MARIAH DRIVE ,EAGLE RIVER ,AK ,0 ,4 ,0 ,0 ,0 ,0 ,4
99200798 ,,7100 HOMER DRIVE ,ANCHORAGE ,AK ,0 ,0 ,0 ,0 ,1 ,0 ,1
16306387 ,2131 ARMS LLC ,8307 HWY 31 N ,MORRIS ,AL ,0 ,1 ,0 ,0 ,0 ,0 ,1
16303219 ,,312 LEE RD 553 ,PHENIX CITY ,AL ,0 ,0 ,2 ,0 ,0 ,0 ,2
16306974 ,,122 PLATEAU RD ,MONTEVALLO ,AL ,0 ,0 ,0 ,0 ,0 ,1 ,1
16305125 ,D & D DESIGN & MACHINE ,195 COMM SCOPE WAY ,SCOTTSBORO ,AL ,0 ,0 ,0 ,0 ,1 ,1 ,2
16305276 ,,725 BROOKLANE DRIVE ,HUEYTOWN ,AL ,0 ,20 ,0 ,0 ,0 ,0 ,20
16337359 ,,17943 GROUND HOG RD ,ADGER ,AL ,18 ,0 ,3 ,0 ,0 ,0 ,21
16307017 ,FLINT RIVER ARMORY LLC (FRA) ,195 COMM SCOPE WAY ,SCOTTSBORO ,AL ,0 ,0 ,0 ,0 ,0 ,12 ,12
16305657 ,HDC LLC ,7154 CAHABA VALLEY ROAD ,BIRMINGHAM ,AL ,0 ,0 ,1 ,0 ,0 ,0 ,1
16305749 ,,2639 PELHAM PKWY ,PELHAM ,AL ,0 ,7 ,1 ,0 ,0 ,0 ,8
16304700 ,MHT DEFENSE LLC ,1524 HENRY DAVIS ROAD ,DELTA ,AL ,1 ,0 ,0 ,0 ,0 ,0 ,1
16306823 ,MM VENTURES LLC ,5330 STADIUM TRACE PKWY SUITE 240 ,HOOVER ,AL ,0 ,1 ,0 ,0 ,0 ,0 ,1
16306445 ,,642 PINE RD ,PELL CITY ,AL ,6 ,0 ,1 ,0 ,0 ,0 ,7
16305652 ,REMINGTON ARMS COMPANY LLC ,1816 REMINGTON CIRCLE SW ,HUNTSVILLE ,AL ,0 ,0 ,0 ,130 ,674 ,221 ,1025
16306613 ,,23 FOREST MEADOW BLVD ,HUNTSVILLE ,AL ,0 ,0 ,0 ,0 ,2 ,0 ,2
16307221 ,SILENT WOLF ARMAMENT LLC ,611 COLONIAL AVE ,ALBERTVILLE ,AL ,1 ,0 ,0 ,0 ,0 ,0 ,1
16305932 ,STEEL CITY ARSENAL LLC ,1955A MCCAIN PKWY ,PELHAM ,AL ,0 ,0 ,1 ,0 ,0 ,0 ,1
16300193 ,,114 SCENIC DR ,MADISON ,AL ,5 ,5 ,5 ,5 ,30 ,4 ,54
57105329 ,BISHAMON ARMS LLC ,683 MARION ANDERSON RD ,HOT SPRINGS NATIONAL PARK ,AR ,0 ,0 ,0 ,0 ,5 ,0 ,5
57102051 ,,1223 HWY 412 W ,SILOAM SPRINGS ,AR ,3 ,0 ,0 ,0 ,0 ,0 ,3
57105201 ,DSKTB GROUP LLC ,103 SW WINSTED LN STE 29 ,BENTONVILLE ,AR ,9 ,0 ,0 ,16 ,105 ,16 ,146
57101324 ,,171 MADISON 1510 ,HUNTSVILLE ,AR ,0 ,0 ,0 ,0 ,43 ,131 ,174
57105246 ,,17900 AUSTIN LN ,LITTLE ROCK ,AR ,0 ,0 ,0 ,0 ,2 ,1 ,3
57100675 ,LIGHTHOUSE PRODUCTIONS INC ,542 CR 2073 ,EUREKA SPGS ,AR ,0 ,0 ,0 ,0 ,2 ,0 ,2
57104386 ,NIGHTHAWK CUSTOM LLC ,1306 WEST TRIMBLE AVE ,BERRYVILLE ,AR ,0 ,0 ,0 ,0 ,766 ,1533 ,2299
57104858 ,0UACHITA ARMS LLC ,25914 HWY 10 STE B ,ROLAND ,AR ,1 ,0 ,0 ,0 ,0 ,0 ,1
57104282 ,PINEY CREEK ENTERPRISE LTD CO ,404 N ARKANSAS AVE ,RUSSELLVILLE ,AR ,1 ,0 ,0 ,0 ,0 ,0 ,1
57105281 ,SPECIALTY GUN WORKS LLC ,1041 HINSON RD ,EL DORADO ,AR ,1 ,0 ,0 ,0 ,0 ,0 ,1
