Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL 
93303622 ,UBER INC ,18065 MOUNT SHAY ,FOUNTAIN VALLEY ,CA ,6 ,O ,O ,O ,O ,O ,6 
58400906 ,ANDY'S CUSTOM GUNS INC ,14855 W 54TH AVE ,GOLDEN ,CO ,O ,O ,O ,O ,O ,3 ,3 
58402912 ,ASH MESA ARMORY LLC ,16426 D 25 RD ,DELTA ,CO ,O ,O ,O ,O ,O ,1 ,1 
58404020 ,DEFCON ONE ARMS ,1445 REGINA LANE ,NORTHGLENN ,CO ,O ,O ,O ,O ,1 ,1 ,2 
58402371 ,"LIPPARD, KARL ",3259 ELECTRA DR SO ,COLORADO SPRINGS ,CO ,O ,O ,O ,O ,O ,26 ,26 
58434662 ,ROCKY MOUNTAIN ARMS INC ,1813 SUNSET PL #D ,LONGMONT ,CO ,1 ,O ,O ,O ,O ,0 ,1 
58402284 ,VOLKMANN CUSTOM INC ,1595 CARR ST ,LAKEWOOD ,CO ,O ,O ,O ,O ,O ,23 ,23 
58403467 ,VOLKMANN PRECISION LLC ,11160 S DEER CREEK RD ,LITTLETON ,CO ,O ,O ,O ,O ,O ,48 ,48 
60600520 ,COLT DEFENSE LLC ,547 NEW PARK AVE ,WEST HARTFORD ,CT ,O ,O ,O ,O ,O ,1211 ,1211 
60633345 ,COLT'S MANUFACTURING CO LLC ,545 NEW PARK AVE ,WEST HARTFORD ,CT ,O ,0 ,0 ,4608 ,4000 ,42572 ,51180 
60601872 ,CONTINENTAL MACHINE TOOL CO INC ,119 JOHN DOWNEY DRIVE ,NEW BRITAIN ,CT ,O ,O ,O ,O ,O ,65 ,65 
60601132 ,"CRAMER, JOEL IRA ",190 NORTH PLAINS INDUSTRIAL ,WALLINGFORD ,CT ,O ,O ,0 ,O ,O ,1 ,1 
60601238 ,JOJOS GUNWORKS LLC ,122 SPRING ST D9 ,SOUTHINGTON ,CT ,O ,0 ,O ,0 ,O ,10 ,10 
60604862 ,L W SEECAMP CO INC ,280 ROCK LANE ,MILFORD ,CT ,O ,O ,831 ,451 ,O ,0 ,1282 
60600006 ,P3LLC ,22 SUNRISE TERRACE ,WEATOGUE ,CT ,1 ,0 ,0 ,O ,0 ,3 ,4 
60602353 ,PTR INDUSTRIES INC ,30 CROSS ST ,BRISTOL ,CT ,O ,O ,0 ,O ,O ,239 ,239 
85100390 ,"PERRY'S GUN REPAIR, LLC ",22957 DEEP BRANCH RD ,GEORGETOWN ,DE ,0 ,0 ,0 ,0 ,0 ,6 ,6 
15912791 ,ADEQ FIREARMS COMPANY ,4921 WEST CYPRESS STREET ,TAMPA ,FL ,O ,O ,O ,0 ,O ,3 ,3 
15913833 ,AKAl CUSTOM GUNS LLC ,5405 NW 102ND AVE BAY 216 ,SUNRISE ,FL ,O ,O ,O ,O ,O ,15 ,15 
15939794 ,B & K DIVING SYSTEMS INC ,1328 CLEMENTS WOODS LN ,JACKSONVILLE ,FL ,2 ,O ,O ,3 ,O ,1 ,6 
15910996 ,B&S FIREARMS INC ,2335 63RD AVE E STE M ,BRADENTON ,FL ,1 ,0 ,0 ,O ,0 ,0 ,1 
15916829 ,BLACKHAWK CUSTOM LLC ,5762 NW CONE ST ,PORT SAINT LUCIE ,FL ,O ,O ,O ,O ,1 ,3 ,4 
15916171 ,BRB TACTICAL SYSTEMS INC ,300 SOUTH KENSINGTON AVE ,LECANTO ,FL ,1 ,0 ,0 ,0 ,O ,0 ,1 
15907948 ,"CHARLES W JENKINS, LLC ",977 18TH AVE SW ,VERO BEACH ,FL ,O ,O ,O ,O ,2 ,11 ,13 
15915069 ,CSC ARMS LLC ,4111 SW 47TH AVE STE 313 ,DAVIE ,FL ,0 ,0 ,0 ,O ,0 ,6 ,6 
15910123 ,DIAMONDBACK FIREARMS LLC ,4135 PINE TREE PL ,COCOA ,FL ,O ,O ,O ,7481 ,12051 ,O ,19532 
15913859 ,EAST COAST CUSTOM TACTICAL LLC ,925 WALKER RD ,WILDWOOD ,FL ,0 ,0 ,O ,O ,14 ,0 ,14 
15904057 ,"HOFFMAN, RICHARD C ",145 SHERIDAN AVE ,LONGWOOD ,FL ,O ,0 ,O ,O ,3 ,0 ,3 
15914786 ,HOLL INC ,5703 PINKNEY AVE # ,SARASOTA ,FL ,O ,0 ,0 ,0 ,O ,1 ,1 


