Table
,,STREET ,CITY ,ST ,RIFLE MFG
,,W 226 N 1455 NORTH AVENUE ,WAUKESHA ,WI ,49
,,8540 HWY 153 ,ELAND ,WI ,11
BENJAMIN III ,,W 324 N 8340 NORTHCREST DR ,HARTLAND ,WI ,1
,,N1976 RIVER OAKS RD ,REESEVILLE ,WI ,5
,,9020 OLSON DR ,EAU CLAIRE ,WI ,38
,,3601 129TH ST ,CHIPPEWA FALLS ,WI ,1492
,,4717 STATE RD 44 ,0SHKOSH ,WI ,19
,,2311 PATRIOT LN ,0SHKOSH ,WI ,3
,,N 2851 ANTONY RD ,BANGOR ,WI ,1
,,715 S LAKE AVE ,PHILLIPS ,WI ,63
,,W1015 CTY HHH ,CHILTON ,WI ,40
,,2118 WISCONSIN AVE ,NEW HOLSTEIN ,WI ,111
CORP ,,1619 HWY N ,FRIENDSHIP ,WI ,1
,,,PHILIPPI ,WV ,31
,,152 GONDOLA DR ,MARTINSBURG ,WV ,3
LLC ,,4641 RIPLEY RD ,REEDY ,WV ,5
,,35 AXLE AVE ,MORGANTOWN ,WV ,10
,,181 CRISPIN LN ,FALLING WATERS ,WV ,24
,,214 PRICE ST ,GRANVILLE ,WV ,118
,,630 WINCHESTER AVE ,MARTINSBURG ,WV ,3
CORP ,,112 SURPLUS LN ,BRADLEY ,WV ,4
,,387A MIDLAND TRAIL ,GAULEY BRIDGE ,WV ,3
,,1451 COUNTY ROAD 103 ,EVANSTON ,WY ,3
,,220 MAIN STREET ,BURLINGTON ,WY ,195
,,610 SOUTH 8TH ST ,BASIN ,WY ,20
INC ,,1456 COLE ,WHEATLAND ,WY ,3


Table
33901982 ,GARY'S GUNS INC
33901266 ,"HAYWOOD, LEROY EDWARD "
33903956 ,"JOHNSON, CHARLES "
33903006 ,"KUREK, DAVID C "
33903378 ,L H PRECISION LLC
33900697 ,"LAUER, STEVEN MICHAEL "
33903612 ,"LAUS ENTERPRISES, INC "
33903873 ,LONG RANGE RIFLES LLC
33903655 ,"MARSHALL, LARRY ELON "
33903205 ,"RASMUSSEN, JOSEPH P "
33936970 ,SUNNY HILL ENT INC
33903955 ,THUREON DEFENSE LLC
33903390 ,WISCONSIN CARTRIDGE
45500959 ,BLACKHEART INTERNATIONAL LLC
45501662 ,"BOARMAN, MARK A "
45501738 ,BULLGATOR TACTICAL
45501161 ,"COLSMANN, ERNEST "
45500998 ,"HOSTETTER, MARK A "
45500132 ,MELVIN FORBES ENTERPRISES LLC
45501613 ,PRACTICAL DEFENSE INTERNATIONAL
45536010 ,PRECISION WEAPONS
45501641 ,VINTEC MANUFACTURING LLC
58300735 ,"BRYANT, TOMMY E "
58300591 ,GUNWERKS LLC
58300619 ,"ROSENCRANSE, TREVOR S "
58300621 ,TRIPLE ARROW ENTERPRISES


