Table
RDS KEY ,LICENSE NAME ,STREEI ,CITY ,ST ,MISC FA MFG 
61101081 ,DARK STORM INDUSTRIES LLC ,4116 AND 4122 SUNRISE HIGHWAY ,OAKDALE ,NY ,1045 
61603781 ,FIREPOWER INDUSTRY LLC ,999 UPPER MOUNTAIN RD ,LEWISTON ,NY ,1 
61402045 ,HEMMALAH INCORPORATED ,834 MOUNTAIN RD ,PORT JERVIS ,NY ,10 
61100308 ,LRB OF LONG ISLAND INC ,96 CHERRY LANE ,FLORAL PARK ,NY ,20 
61603465 ,PERFORMANCE PAINTBALL INC ,1250 SCOTTSVILLE RD SUITE 30A ,ROCHESTER ,NY ,10 
61602475 ,REMINGTON ARMS COMPANY LLC ,14 HOEFLER AVE ,ILION ,NY ,820 
43404636 ,AMERICAN MUSKET'S LLC ,7250 COMMERCE DRIVE UNIT K ,MENTOR ,OH ,1 
43105124 ,"ANDERSON, BARRY ",146 CHAPEL RD ,AMELIA ,OH ,1 
43403691 ,AQUA GRAPHIX LLC ,3829 HAMILTON AVE STE 200 ,CLEVELAND ,OH ,413 
43404791 ,ARTEMIS ARMS LLC ,50 JACKSON ST ,PORT CLINTON ,OH ,17 
43404950 ,BDSI INC ,12117 BEREA RD ,CLEVELAND ,OH ,117 
43104897 ,CQMD LLC ,2766 LYNDLEY CT ,HILLIARD ,OH ,20 
43404700 ,DARK TOWER LLC ,5940 CEDAR POINT RD ,OREGON ,OH ,4 
43104590 ,DECK TEK ARMS LLC ,3309 WYOMING DR ,XENIA ,OH ,5 
43106635 ,FAXON FIREARMS LLC ,11101 ADWOOD DR ,CINCINNATI ,OH ,16 
43405385 ,JLV PRODUCTIONS LLC ,106 W 58TH ST ,ASHTABULA ,OH ,4 
43405676 ,KCIN ARMS LLC ,2151 ATKINS AVENUE ,LAKEWOOD ,OH ,29 
43401968 ,"KMP CLASSIC ARMS, INC ",556 CALDWELL AVE ,MANSFIELD ,OH ,104 
43104596 ,PRECISION DEFENSE LLC ,1858 CEDAR HILL RD ,LANCASTER ,OH ,17 
43103816 ,PRECISION REFLEX INC ,710 STREINE DR ,NEW BREMEN ,OH ,22 
43104418 ,STEALTH ARMS LLC ,4930 KITTLE RD ,CELINA ,OH ,1 
43405567 ,TOP TIER ARMAMENT LLC ,2196 ALLENTOWN ROAD ,LIMA ,OH ,1 
43404591 ,TWISTED RIVER TACTICAL LLC ,4564 ROHRDALE AVE NW ,CANAL FULTON ,OH ,48 
57306485 ,ADVANCED COMBAT LLC ,4753 S UNION AVE ,TULSA ,OK ,454 
57304684 ,CAIN AND ABEL ENTERPRISES LLC ,9950- C E 55TH PLACE ,TULSA ,OK ,8 
57305617 ,GENERAL PRODUCTS & SERVICES LLC ,107 E MAIN ST ,WESTVILLE ,OK ,13 
57304721 ,HAILEY ORDNANCE COMPANY ,1661 EXCHANGE AVE ,OKLAHOMA CITY ,OK ,24 
57306929 ,"JERCZYNSKA, SYLWIA MARIA ",1310 SEQUOYAH AVE ,MOORE ,OK ,1 
57306448 ,RED ROCK FIREARMS LLC ,6226 E LAKE HELLUMS RD ,ENID ,OK ,60 
57304976 ,RISE ARMAMENT LLC ,1605 E IOLA ST ,BROKEN ARROW ,OK ,556 
57306883 ,SMITH PRECISION RIFLES LLC ,1201 STATE HIGHWAY 9A ,EUFAULA ,OK ,7 
57305924 ,STRATEGIC ARMORY CORPS LLC ,48955 MOCCASIN TRAIL RD ,PRAGUE ,OK ,1 
57305225 ,TAPE MATICS INC ,1539 INDUSTRIAL LN ,TISHOMINGO ,OK ,682 
57306380 ,TULSA TACTICAL LLC ,25185 S HACKAMORE RD W ,CLAREMORE ,OK ,8 
57306647 ,UF ENTERPRISES LLC ,1509 VAIL DR ,EDMOND ,OK ,2 


