Table
,,,STREET ,CITY ,ST ,RIFLE MFG 
,,,5158 HERMAN ST ,BARROW ,AK ,3 
,,,7100 HOMER DRIVE ,ANCHORAGE ,AK ,102 
,,,1101 HWY 77 ,ATTALLA ,AL ,1 
,,,1354 COUNTY RD 198 ,CRANE HILL ,AL ,3 
,,,1103 CENTRAL BLVD ,BULL SHOALS ,AR ,2 
,,,1442 IT'LL DO RD ,PEA RIDGE ,AR ,8 
,,,542 CR 2073 ,EUREKA SPGS ,AR ,3 
,,,1389 HWY 236 WEST ,LONOKE ,AR ,9 
,,,3989 HWY 62 W SUITE 3 ,BERRYVILLE ,AR ,181 
,,,2234 CR 719 ,BERRYVILLE ,AR ,333 
,,,3735 N ROMERO RD ,TUCSON ,AZ ,1 
,,,219 S WILLIAM DILLARD DR BLDG 3 #123 ,GILBERT ,AZ ,1707 
,,,2010 E UNIVERSITY DR STE 13 ,TEMPE ,AZ ,2 
,,,663 W 2ND AVE SUITE 16 ,MESA ,AZ ,479 
,,,2934 W WINDSOR AVE ,PHOENIX ,AZ ,262 
,,,5907 E CALLE DE LA TIERRA ,HEREFORD ,AZ ,4 
INC ,,,1070 METRIC DRIVE ,LAKE HAVASU CITY ,AZ ,1406 
,,,1070 METRIC DR ,LAKE HAVASU CITY ,AZ ,1967 
,,,723 WEST COMMERCE SUITE A ,GILBERT ,AZ ,395 
,,,7558 E JUAREZ ,TUCSON ,AZ ,1 
,,,3532 EAST HARVARD AV ,GILBERT ,AZ ,10 
,,,3673 S BULLARD AVE SUITE 109-110 ,GOODYEAR ,AZ ,144 
,,,4245 N MORNING DOVE CIRCLE ,MESA ,AZ ,9 
,,,1673 SOUTH HUMMINGBIRD LANE ,THATCHER ,AZ ,8 
,,,4851 WILLIAMSON RD ,WINSLOW ,AZ ,315 
,,,926 W PRINCE RD ,TUCSON ,AZ ,19 
KIM ,,,74 LEUPP RD ,FLAGSTAFF ,AZ ,87 
,,,663 W 2ND AVE STE 12 ,MESA ,AZ ,36 
,,,2935 E COCHISE RD ,PHOENIX ,AZ ,3 
,,,15651 N 83RD WAY STE 2 ,SCOTTSDALE ,AZ ,10 
,,,1415 S CHERRY ,TUCSON ,AZ ,20 
,,,1638 W KNUDSON SUITE B ,PHOENIX ,AZ ,187 


Table
99200195 ,"SHOLLEY, BRUCE A "
99200798 ,"WILD WEST GUNS, LLC "
16301621 ,DOWN RANGE INC 
16301608 ,"DOWNS, MICHAEL JASON "
57136665 ,ALS TECHNOLOGIES INC 
57101178 ,"GILBERTSON, LANCE RAY "
57100675 ,LIGHTHOUSE PRODUCTIONS INC 
57100334 ,ULTIMATE ACCURACY INC 
57100973 ,WILSON TACTICAL LLC 
57134716 ,WILSONS GUN SHOP INC 
98600962 ,"ABRAMS AIRBORNE MFG, INC. "
98601157 ,AMEETEC ARMS LLC 
98602123 ,ARIZONA CUSTOM RIFLES LLC 
98601372 ,"BEATY, DAVID LEE "
98600947 ,BOBCAT WEAPONS INC 
98602082 ,"BRAZEAL, LORA LEE "
98600975 ,BUSHMASTER FIREARMS 
98602058 ,BUSHMASTER FIREARMS INTERNATIONAL LLC 
98600122 ,CAVALRY ARMS CORP 
98602180 ,COYOTE INDUSTRIES LLC 
98601942 ,DANE ARMORY LLC 
98602042 ,"DURDA, CHESTER GEORGE "
98602190 ,EAST BLOC IMPORTS 
98601895 ,ELECTRON LOGAN MACHINE CO. LLC 
98601366 ,EWBANK MANUFACTURING INC 
98601124 ,"FRAIRE, MARIO JOSE "
98601317 ,"HORN, CHRISTOPHER & "
98638413 ,"HUFFMAN, DEREK & FRIEDMAN, ERIKA "
98602210 ,"JOHN, SHORB INC "
98602030 ,JPS MANUFACTURING LLC 
98637328 ,"LAZZERONI, INC "
98635726 ,"MCMILLAN BROS RIFLE CO, INC "


