Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL 
99200195 ,"SHOLLEY, BRUCE A ",5158 HERMAN ST ,BARROW ,AK ,1 ,0 ,O ,O ,O ,O ,1 
99200798 ,"WILD WEST GUNS, LLC ",7100 HOMER DRIVE ,ANCHORAGE ,AK ,O ,O ,O ,O ,O ,11 ,11 
57101324 ,"GUNCRAFTER INDUSTRIES, LLC ",171 MADISON 1510 ,HUNTSVILLE ,AR ,O ,O ,O ,O ,O ,64 ,64 
57101188 ,NIGHTHAWK CUSTOM LLC ,1306 W TRIMBLE ,BERRYVILLE ,AR ,O ,O ,0 ,O ,24 ,1214 ,1238 
57134716 ,WILSONS GUN SHOP INC ,2234 CR 719 ,BERRYVILLE ,AR ,3 ,O ,O ,O ,240 ,1800 ,2043 
98600947 ,BOBCAT WEAPONS INC ,2934 W WINDSOR AVE ,PHOENIX ,AZ ,O ,O ,O ,O ,161 ,0 ,161 
98600975 ,BUSHMASTER FIREARMS INC ,1070 METRIC DRIVE ,LAKE HAVASU CITY ,AZ ,O ,585 ,O ,O ,530 ,O ,1115 
98602058 ,BUSHMASTER FIREARMS INTERNATIONAL LLC ,1070 METRIC DR ,LAKE HAVASU CITY ,AZ ,O ,797 ,0 ,O ,283 ,O ,1080 
98601366 ,EWBANK MANUFACTURING INC ,4851 WILLIAMSON RD ,WINSLOW ,AZ ,O ,O ,94 ,O ,O ,0 ,94 
98601973 ,EXCELL MANUFACTURING INC ,2580 LANDON DR UNIT E ,BULLHEAD CITY ,AZ ,87 ,0 ,0 ,O ,O ,O ,87 
98638240 ,"FALLICK, GORDON JOSEPH ",2848 E BELL RD #107 ,PHOENIX ,AZ ,O ,O ,O ,O ,O ,5 ,5 
98601317 ,"HORN, CHRISTOPHER & KIM ",74 LEUPP RD ,FLAGSTAFF ,AZ ,O ,0 ,5 ,O ,O ,0 ,5 
98601601 ,M2I CUSTOM TACTICAL LTD ,1304 RED BARON RD ,PAYSON ,AZ ,O ,O ,O ,O ,O ,18 ,18 
98633332 ,R & R SPORTING ARMS INC ,15481 N TWIN LAKES DR ,TUCSON ,AZ ,3 ,0 ,1 ,1 ,0 ,0 ,5 
98638426 ,"REEDER, GARY NELSON ",2599 7TH AVE ,FLAGSTAFF ,AZ ,O ,O ,O ,0 ,0 ,4 ,4 
98614472 ,"STURM, RUGER & COMPANY, INC ",200 RUGER RD ,PRESCOTT ,AZ ,52157 ,0 ,0 ,0 ,22213 ,26606 ,100976 
93300576 ,BAR-STO PRECISION MACHINE INC ,73377 SULLIVAN RD ,29 PALMS ,CA ,O ,0 ,O ,O ,10 ,65 ,75 
93340727 ,EXCEL INDUSTRIES INC ,4510 CARTER CT ,CHINO ,CA ,265 ,0 ,0 ,132 ,O ,0 ,397 
93300896 ,"JIMENEZ, PAUL J ",380 CLINTON STREET ,COSTA MESA ,CA ,4688 ,1675 ,O ,4978 ,8326 ,O ,19667 
99434360 ,"KRAUSE, MICHAEL A ",83 21ST AVE ,SAN MATEO ,CA ,0 ,0 ,2 ,O ,0 ,3 ,5 
97738092 ,ROGUE RIV RIFLEWORKS INC/JOHN RIBGY & CO ,500 LINNE RD STE D ,PASO ROBLES ,CA ,O ,0 ,0 ,O ,O ,90 ,90 
58400906 ,ANDY'S CUSTOM GUNS INC ,14855 W 54TH AVE ,GOLDEN ,CO ,O ,0 ,0 ,0 ,1 ,6 ,7 
58401738 ,"POWELL, JAMES B ",6571 PFOST DRIVE ,PEYTON ,CO ,O ,O ,O ,O ,O ,14 ,14 
58401278 ,PRECISION SMALL ARMS INC ,ASPEN AIRPORT ,ASPEN ,CO ,O ,61 ,0 ,O ,O ,O ,61 
,,BUSINESS CENTER BLDG 210 UNIT C ,,,,,,,,,
60633345 ,COLT'S MANUFACTURING CO LLC ,545 NEWPARK AVE ,WEST HARTFORD ,CT ,O ,O ,O ,4079 ,O ,11534 ,15613 
60604862 ,L W SEECAMP CO INC ,280 ROCK LANE ,MILFORD ,CT ,O ,0 ,1267 ,272 ,O ,0 ,1539 
60635829 ,"WILDEY F A, INC ",45 ANGEVINE RD ,WARREN ,CT ,O ,0 ,O ,O ,O ,92 ,92 
15901343 ,AK-USA MANUFACTURING INC ,3112-1 PALM AVENUE ,FORT MYERS ,FL ,0 ,0 ,2 ,0 ,O ,0 ,2 
15904819 ,"BOYER, RANDALL L ",1200 NORTH VOLUSIA AVENUE ,ORANGE CITY ,FL ,O ,0 ,O ,0 ,O ,2 ,2 
15940806 ,KEL TEC CNC INDUSTRIES INC ,1475 COX ROAD ,COCOA ,FL ,5236 ,0 ,14985 ,52912 ,9594 ,0 ,82727 


