Table
STREET ,CITY ,ST ,RIFLE MFG 
5318 SHARPE RD ,CROWN POINT ,LA ,1 
14141 AIRLINE HWY BLDG 4 STE K ,BATON ROUGE ,LA ,2 
486 FRENCH FORK RD ,JONESVILLE ,LA ,3 
5905 FINANCIAL DR STE 800 ,SHREVEPORT ,LA ,33 
7600 FERN AVE BLDG 1200 ,SHREVEPORT ,LA ,22 
9519 MAURICE AVE ,MAURICE ,LA ,3 
2106 SAINT CHARLES ST ,JEANERETTE ,LA ,10 
2811 FALMOTH DR ,SHREVEPORT ,LA ,6 
240 HWY 171 BYPASS ,MANY ,LA ,3 
9006 SHADY OAK GROVE LN ,ABBEVILLE ,LA ,6 
8173 S LAKESHORE DRIVE ,SHREVEPORT ,LA ,3 
4340 PARKER LN ,ADDIS ,LA ,2 
9683 MAMMOTH AVE ,BATON ROUGE ,LA ,366 
1500 NEW NATCHITOCHES RD ,WEST MONROE ,LA ,2 
3402 HWY 28 E ,PINEVILLE ,LA ,3 
347 NED WOODHAM RD ,LEESVILLE ,LA ,1 
1785 WALKER RD ,SULPHUR ,LA ,5 
622 BROADWAY ,SAUGUS ,MA ,3 
PALMER INDUSTRIAL PARK 13 SECOND ST ,PALMER ,MA ,1 
24 PALMER RD ,PLYMPTON ,MA ,21 
WATSON PLACE ,FRAMINGHAM ,MA ,1 
972 MASSACHUSETTS AVE ,BOXBOROUGH ,MA ,6 
627 HIGH STREET RTE 110 ,CLINTON ,MA ,5 
160 HOLMES RD ,EASTHAM ,MA ,1 
566 HOLYOKE STREET ,LUDLOW ,MA ,10 
130 GODDARD MEMORIAL DR ,WORCESTER ,MA ,9097 
100 SPRINGDALE RD ,WESTFIELD ,MA ,370509 
2100 ROOSEVELT AVE ,SPRINGFIELD ,MA ,348731 
1670 MAIN ST ,AGAWAM ,MA ,31 
151D CAPITAL DR ,WEST SPRINGFIELD ,MA ,2633 
15 GREENIFELD ST ,GREENFIELD ,MA ,120 
20 LADD AVE STE 1 ,FLORENCE ,MA ,1383 


Table
57203755 ,BAYOU PELLICAN STOCKS & STEEL LLC 
57203050 ,CATAHOULA CUSTOM GUN WORKS LLC 
57202879 ,ELITE TACTICAL WEAPONS LLC 
57203147 ,"EVANS, DAVID W AND COLIN M "
57203729 ,GLOBAL DEFENSE ARMS LLC 
57203609 ,"HEMARD, ERIC JOHN "
57203445 ,KEA WEAPONS SYSTEMS LLC 
57202699 ,"LEE, ROBERT KENT & VOORHEIS, KIRT ROSS "
57204250 ,LOUISIANA EXPLOSIVE TRAINING LLC 
57203852 ,MW PRODUCTIONS LLC 
57203774 ,REA GUNSMITH SHOP LLC 
57203043 ,RED JACKET FIREARMS LLC 
57204339 ,SPEC OPS DEFENSE SYSTEMS LLC 
57204483 ,THE TACTICAL ADVANTAGE LLC 
57203086 ,"TRAVERS, JACK DON "
57204405 ,US PRECISION RIFLES LLC 
60411509 ,"CAKOUNES, HARRY G "
60405478 ,CS INDUSTRIES LLC 
60401275 ,"EARLE, STEVEN M "
60406097 ,ELITE FIREARMS CORP (NV) 1 
60405951 ,FINE LINE FIREARMS LLC 
60407439 ,IMAGING DATA CORPORATION 
60405396 ,REGO CUSTOMS INC 
60400915 ,REMSPORT MFG LLC 
60435456 ,"SAEILO, INC "
60433152 ,"SAVAGE ARMS, INC "
60401684 ,SMITH & WESSON CORP 
60401163 ,TAUGWANK SPUR CORP 
60404099 ,TROY INDUSTRIES INC 
60405160 ,VALLEY STEEL STAMP INC 
60436644 ,YANKEE HILL MACHINE CO INC 


