Table
,,,,,STREET ,CITY ,ST ,RIFLE MFG 
,,,,,,WILLARD ,UT ,7 
,,,,,,HIGHLAND ,UT ,7 
,,,,,976 NORTH INDUSTRIAL PARK DR ,OREM ,UT ,2 
,,,,,,SANDY ,UT ,6 
,,,,,,LAYTON ,UT ,14 
,,,,,,LOGAN ,UT ,28 
LLC ,,,,,280 W CENTRAL AVE ,MILLCREEK ,UT ,17 
,,,,,,LAPOINT ,UT ,3 
S ,,,,,512 NORTH MAIN ST ,KANARRAVILLE ,UT ,2 
,,,,,,PAYSON ,UT ,31 
LLC ,,,,,2590 COMMERCE WAY SUITE J ,OGDEN ,UT ,7 
,,,,,,HERRIMAN ,UT ,1 
,,,,,,MORGAN ,UT ,78 
,,,,,,MEADOW ,UT ,2 
,,,,,610 NO INDUSTRIAL RD ,ST GEORGE ,UT ,3 
RIFLES LLC ,,,,,3516 WEST 5000 SOUTH ,ROY ,UT ,4 
,,,,,,MYTON ,UT ,1 
,,,,,424 SPANISH FIELDS DR ,SPANISH FORK ,UT ,3 
,,,,,,MOUNT PLEASANT ,UT ,18 
,,,,,,WEST VALLEY CITY ,UT ,
,,,,,,WEST VALLEY CITY ,UT ,3 
,,,,,,HENEFER ,UT ,29 
,,,,,"550 NORTH CEMETERY ROAD, BUILDING ",GUNNISON ,UT ,17191 
,,,,,248 W 9210 S ,SANDY ,UT ,5 
,,,,,975 E 200 S ,OREM ,UT ,7 
,,,,,,SPRINGVILLE ,UT ,1 
,,,,,,DUCHESNE ,UT ,44 
,,,,,4012 SOUTH RIVER ROAD UNIT 4F & 3E ,SAINT GEORGE ,UT ,49 
,,,,,,NORTH SALT LAKE ,UT ,4 
,,,,,,SOUTH JORDAN ,UT ,1 
ARMS INC ,,,,,204 PLAYA DELLA ROSITA STE #6 ,WASHINGTON ,UT ,444 
LLC ,,,,,925 W 100 N SUITE A ,NORTH SALT LAKE ,UT ,93 


Table
98702881 ,JANKE CUSTOM ARMS LLC ,150 S 100 W 
98701641 ,"JEPPSON, BRIAN COLE ",5408 W 10180 N 
98703614 ,"LEVIE, DENNIS A ",
98701922 ,MACHINE GUN ARMORY LLC ,545 W 9460 S 
98703105 ,MOA CUSTOMS LLC ,2323 E ROLLING OAKS LN 
98702623 ,MOUNTAIN VIEW ARMS LLC ,2485 SOUTH 1350 WEST 
98702747 ,OSS SUPPRESSORS ,
98703717 ,PATRIOT PRECISION LLC ,8265 E 7500 N 
98701000 ,"PAWELEC, RICHARD ",
98701853 ,"PRATT, STEPHEN D & JONI ",12441 S 4380 W 
98703488 ,PREECE PRECISION ,
98703456 ,RACK AND RUNNIN' CUSTOMS LLC ,13808 SO RALPH H WAY 
98701606 ,RED ROCK PRECISION LLC ,181 N COMMERCIAL ST 
98703466 ,"ROBISON, QUINT N ",95 NORTH MAIN ST 
98702336 ,ROWDY'S LLC ,
98703139 ,SAGE COUNTRY ,
98701523 ,"SALAZAR, ERIC ",145 WEST 300 NORTH 
98702332 ,SECTOR ARMS LLC ,
98703127 ,"SEELY, JORDAN JAMES ",3194 NORTH MOUNTAINVILLE RD 
98703573 ,SILENCERCO LLC ,5511 S 6055 W 
98701056 ,"SILENCERCO, LLC ",5511 SOUTH 6055 WEST 
98701886 ,SUB MOA FIREARMS LLC ,1669 NW HENEFER ROAD 
98734710 ,TDJ INC ,#1 
98702020 ,THE ARMORY LLC ,
98703523 ,TOMORROW LLC ,
98703761 ,TRAJECTORY ARMS LLC ,1049 WILDFLOWER WAY 
98703598 ,USACCURACY AND BRASS LLC ,1322 N SCOTCH PINE DR 
98703241 ,VUDOO LABS INC ,
98701861 ,WASATCH ARMS LLC ,286 EAST EAGLERIDGE DR 
98734745 ,"WILLIS, JAMES A ",3296 PROVOST CIRCLE 
98702489 ,WILSON PRECISION ,
98734724 ,"ZDF IMPORT/EXPORT, ",
15423622 ,ALEXANDER INDUSTRIES INC ,104 CENTRE CT 


