Table
,,,,,STREET ,CITY ,ST ,RIFLE MFG 
,,,,,2840-B COMMERCIAL DRIVE ,ANCHORAGE ,AK ,10 
,,,,,,FAIRBANKS ,AK ,4 
LLC ,,,,,22818 GREEN GARDEN DR ,CHUGIAK ,AK ,3 
,,,,,,FAIRBANKS ,AK ,14 
,,,,,,WASILLA ,AK ,10 
,,,,,,WASILLA ,AK ,4 
,,,,,44 TOFTY RD ,MANLEY HOT SPRINGS ,AK ,3 
,,,,,2117 S CUSHMAN ST ,FAIRBANKS ,AK ,18 
,,,,,,EAGLE RIVER ,AK ,2 
SYSTEMS CORP ,,,,,4622 HALIBUT POINT ROAD ,SITKA ,AK ,2 
"GUNS, LLC ",,,,,3805 SOUTH ROSE ST ,PALMER ,AK ,1 
,,,,,,ANCHORAGE ,AK ,35 
,,,,,,GRAYSVILLE ,AL ,2 
,,,,,,CRANE HILL ,AL ,4 
,,,,,,ARAB ,AL ,17 
,,,,,,HENAGAR ,AL ,9 
(BAMS) ,,,,,1312 E AVALON AVE ,TUSCUMBIA ,AL ,8 
,,,,,,EUFAULA ,AL ,56 
LLC ,,,,,670 COUNTY ROAD 105 ,SCOTTSBORO ,AL ,1 
,,,,,10040 BUTTERCREME DR S ,MOBILE ,AL ,5 
LLC ,,,,,22571 CANTRELL LANE ,ATHENS ,AL ,2 
LLC ,,,,,314 3RD ST ,HAYDEN ,AL ,2 
,,,,,,PHENIX CITY ,AL ,21 
,,,,,,LANETT ,AL ,3 
,,,,,,SCOTTSBORO ,AL ,30 
,,,,,725 BROOKLANE DRIVE ,HUEYTOWN ,AL ,22 
,,,,,,ADGER ,AL ,41 
,,,,,,WEAVER ,AL ,1 
,,,,,156 SUMMER FIELD DR ,DEATSVILLE ,AL ,1 
,,,,,,BIRMINGHAM ,AL ,1 
,,,,,2639 PELHAM PKWY ,PELHAM ,AL ,58 
,,,,,901 GLAZE DR ,BESSEMER ,AL ,16 


Table
99202973 ,10MM BELOW LLC ,
99202224 ,ALASKA MAGNUM ARS LLC ,6612 CHENA HOT SPRINGS RD 
99203201 ,ALYESKA PRECISION ,
99202128 ,"BOWMAN, FORREST WADE ",29 COLLEGE RD #8B-2 
99202695 ,CALIBER 49 ,1085 SUNRISE MOUNTAIN CIR 
99202640 ,R K SYSTEMS LLC ,3501 N SAMS DR 
99202886 ,"DYER, JON ALAN ",
99202873 ,HAWK SHOP LLC ,
99202968 ,"HOBBS, THOMAS CHARLES ",3851 MARIAH DRIVE 
99202811 ,ISLAND SUPPORT ,
99201826 ,LAST FRONTIER CUSTOM ,
99200798 ,"WILD WEST GUNS, LLC ",7100 HOMER DRIVE 
16306387 ,2131 ARMS LLC ,5957 OLD JASPER HIGHWAY 
16306282 ,A2 PRECISION LLC ,407 COUNTY RD 203 
16306930 ,ALABAMA TACTICAL SUPPLY LLC ,131 S MAIN ST 
16307238 ,ANDERSONS GUNSMITHING AND MACHINING LLC ,4065 COUNTY ROAD 134 
16307440 ,BAMS GLOBAL LLC ,
16307089 ,BARBOUR CREEK LLC ,200 SELF RD 
16304982 ,BLACK ANKLE MUNITIONS ,
16307641 ,"BOTTA, PAUL EDWARD ",
16304127 ,BROTHERS IN ARMS ,
16303722 ,BRUNDAGE & ASSOCIATES ,
16303219 ,"CHATTAHOOCHEE GUN WORKS, LLC ",312 LEE RD 553 
16303111 ,"CLARK, GREGORY E ",1157 PHILLIPS RD 
16305125 ,D & D DESIGN & MACHINE ,195 COMM SCOPE WAY 
16305276 ,"EASON, THOMAS E ",
16337359 ,"ELLIS, JEFFERY OWEN ",17943 GROUND HOG RD 
16306827 ,"GIBBS, CRYSTAL NICOLE AND ZACHARY ROBERT RAY ",205 MAIN STREET 
16303684 ,"GUNTER, WILLIAM S ",
16305657 ,HDC LLC ,7154 CAHABA VALLEY ROAD 
16305749 ,"HILL, TIM ",
16335030 ,"HOPE, DAVID NICHOLAS ",
16305280 ,MACH III INC ,6640 CR 1101 


