Table
,,,,STREET ,CITY ,ST ,RIFLE MFG 
,,,,,,AZ ,22 
LLC ,,,,170 S WILLIAM DILLARD DR STE 102 ,GILBERT ,AZ ,1 
,,,,,,AZ ,50 
,,,,3330 W OSBORN RD ,PHOENIX ,AZ ,38 
,,,,,,AZ ,7 
,,,,,,AZ ,13 
,,,,,,AZ ,1 
,,,,,,AZ ,3 
,,,,38 B ORGAN PIPE DR ,AJO ,AZ ,13 
,,,,,,AZ ,32 
,,,,,,AZ ,1 
,,,,,,AZ ,5 
,,,,15610 N 35TH AVE STE 6 ,PHOENIX ,AZ ,16 
LLC ,,,,3272 E MEADOWVIEW DRIVE ,GILBERT ,AZ ,1 
,,,,,,AZ ,3 
,,,,6515 NORTH HIGHWAY 89 ,CHINO VALLEY ,AZ ,44 
,,,,,,AZ ,4863 
,,,,910 WEST WICKENBURG WAY ,WICKENBURG ,AZ ,4 
,,,,,,AZ ,2 
SERVICE AND SALES ,,,LLC ,3220 E REDWOOD LN ,PHOENIX ,AZ ,3 
,,,,3533 E CONTESSA CIRCLE ,MESA ,AZ ,7 
,,,,,,AZ ,1 
,,,,,,AZ ,6 
,,,,,,AZ ,7 
,,,,2183 MCCULLOCH BLVD ,LAKE HAVASU CITY ,AZ ,7 
,,,,,,AZ ,8 
,,,,20216 E SUNSET CT ,QUEEN CREEK ,AZ ,7 
,,,,,,AZ ,7 
,,,,,,AZ ,1 
,,,,21438 N 7TH AVE STE E ,PHOENIX ,AZ ,22 
,,,,,,AZ ,1 
,,,,,CITY ,AZ ,1 
,,,,6301 E NUGGET PATCH TRL ,PRESCOTT ,AZ ,21 


Table
98606503 ,KE ARMS LLC ,4343 E MAGNOLIA ST ,PHOENIX 
98607458 ,LAGE MANUFACTURING ,,
98606420 ,LANCASTER ARMORY LLC ,2001 W LONE CACTUS STE C ,PHOENIX 
98606455 ,LAYKE TACTICAL LLC ,,
98637328 ,"LAZZERONI, INC ",1415 S CHERRY ,TUCSON 
98609777 ,LEGION PRECISION LLC ,1050 NORTH FAIRWAY DR BLDG E STE 110 ,AVONDALE 
98611540 ,LIONADI INC ,2450 E CHAMBERS ST SUITE 3 ,PHOENIX 
98606153 ,LRK MECHANICAL LLC ,727 BRANNEN AVE ,PRESCOTT 
98609252 ,M A C PRECISION LLC ,,
98606209 ,"MCALISTER, KENNETH ",291 E OCOTILLO RD UNIT 27 ,CHANDLER 
98603062 ,"MCLEARN, MATTHEW MOODY ",1304 RED BARON RD ,PAYSON 
98611302 ,MITCHELL ARMS LLC ,27516 N 17TH LN ,PHOENIX 
98604419 ,MLS ARMS LLC ,,
98611462 ,NOIR TACTICAL GROUP ,,
98608861 ,OLIVER WEAPON WORKS LLC ,2452 E IRONSIDE DR ,GILBERT 
98608339 ,OWENS ARMORY LLC ,,
98600788 ,PATRIOT ORDNANCE FACTORY INC ,1492 W VICTORY LANE ,PHOENIX 
98609304 ,"POOLE, WILLIAM JAMES ",,
98605671 ,PRAETORIAN FIREARMS AND COATINGS LLC ,15781 W BONITOS DR ,GOODYEAR 
98604805 ,PRECISION FIREARM ,,
98610545 ,PRECISION WORKS LLC ,,
98609604 ,PRESCOTT CUSTOM GUNWORKS LLC ,578 MILLER VALLEY RD #C ,PRESCOTT 
98604742 ,QUARTER CIRCLE 10 LLC ,1101 W GRANT RD SUITE 202 ,TUCSON 
98603707 ,QUENTIN LASER LLC ,1025 N MCQUEEN RD STE 153/154 ,GILBERT 
98600222 ,R & S FIREARMS INC ,,
98609862 ,RAM ROD ENTERPRISES LLP ,418 WEST SPUR AVE ,GILBERT 
98609491 ,RAZR DEFENSE LLC ,,
98609826 ,REDACT WEAPONRY LLC ,5103 WEST LUPINE AVE ,GLENDALE 
98602822 ,RIM COUNTRY RIFLES LLC ,13515 E KINGS DEER RD ,PARKS 
98609331 ,ROBAR COMPANIES INC ,,
98606550 ,ROBERT L LONG JR LLC ,1905 S ROBIN LN ,CHINO VALLEY 
98605461 ,SAMCORP INC ,1857 COMMANDER DR UNIT B ,LAKE HAVASU 
98609299 ,SD TACTICAL ARMS LLC ,,


