Table
,,,,STREET ,CITY ,ST ,RIFLE MFG 
,,,,3109 N CASCADE AVE STE 103 ,COLORADO SPRINGS ,CO ,8 
,,,,1432 S NUCLA ST ,AURORA ,CO ,3 
,,,,915 SOUTH COUNTY RD # 137 ,BENNETT ,CO ,12 
,,,,11919 W 1-70 FRONTAGE RD N SUITE 127 ,WHEAT RIDGE ,CO ,7 
,,,,1932 BROOKWOOD DR ,COLORADO SPRINGS ,CO ,4 
,,,,8165 W 48TH AVE ,WHEAT RIDGE ,CO ,10 
,,,,10909 IRMA DRIVE ,NORTHGLENN ,CO ,253 
VORAL ,,,,6810 CLIFF PALACE CT ,COLORADO SPRINGS ,CO ,19 
,,,,1523 W HIGHWAY 34 ,LOVELAND ,CO ,1 
INC ,,,,2297 TALL GRASS DR UNIT G ,GRAND JUNCTION ,CO ,71 
,,,,3731 MONARCH ST ,ERIE ,CO ,33 
,,,,730 WEST KANSAS AVE ,TRINIDAD ,CO ,3 
LLC ,,,,546 8TH ST SE BUILDING D UNITS 1 & 13- 16 ,LOVELAND ,CO ,1 
,,,,2935 N PROSPECT ST STE 100 ,COLORADO SPRINGS ,CO ,16 
,,,,2017 PRIVATE RD 104 ,ELBERT ,CO ,4 
CHESTER JR ,,,,145 VALLEY LN ,WOODLAND PARK ,CO ,2 
ENGINEERING INC ,,,,377 CORONADO DRIVE ,SEDALIA ,CO ,5 
,,,,2035 BUCOLO AVE ,COLORADO SPRINGS ,CO ,1 
INC ,,,,647 SOUTH OSWEGO CT ,AURORA ,CO ,35 
,,,,385 MIRA SOL DR ,DURANGO ,CO ,37 
LLC ,,,,8052 S PARKER RD ,CENTENNIAL ,CO ,5 
,,,,452 E STAGECOACH TRAIL ,ELIZABETH ,CO ,1 
,,,,290 PARK AVE ,MEEKER ,CO ,11 
,,,,3400 ERVING CT ,BERTHOUD ,CO ,2 
,,,,3141 52ND AVE ,GREELEY ,CO ,49 
,,,,400 YOUNG CT UNIT 5 ,ERIE ,CO ,5 
,,,,928 13TH STREET STE 5 ,GREELEY ,CO ,22 
LLC ,,,,6955 PALMER PARK BLVD ,COLORADO SPRINGS ,CO ,8 
,,,,3575 STAGECOACH RD ,LONGMONT ,CO ,9 
,,,,2458 BOSTON POST ROAD ,GUILFORD ,CT ,3 
COMPANY LLC ,,,,545 NEW PARK AVE ,WEST HARTFORD ,CT ,21613 
,,,,93 WATER STREET ,GUILFORD ,CT ,1 
MANUFACTURING ,,,,CO 100 BURRITT STREET ,NEW BRITAIN ,CT ,2 


Table
58404227 ,HIGH TECH CUSTOMS INC 
58402313 ,"HOGAN, THEODORE KENNETH "
58404368 ,HOMELAND GUNSMITHING LLC 
58407161 ,JB TACTICAL LLC 
58406824 ,KEPPDEZIN LLC 
58406632 ,KOVAN MATCH RIFLES LLC 
58402309 ,M+M INC 
58407775 ,"MANSON, JEREMY THOMAS "
58400531 ,"MCKINNEY, RICHARD PHILLIP "
58407796 ,MESA PRECISION ARMS 
58405850 ,MILE HIGH SHOOTING ACCESSORIES LLC 
58406664 ,MORCCO INC 
58403922 ,MOYER MACHINE & TOOL 
58408190 ,OASIS CUSTOM FIREARMS LLC 
58408628 ,PALMER DIVIDE CUSTOMS LLC 
58406045 ,"PODEMSKI, MICHAEL "
58407114 ,PRECISION ARMAMENT 
58404501 ,"RICHARD, GLENN PATRICK II "
58404996 ,ROCKY MOUNTAIN GUNS 
58407038 ,ROCKY MOUNTAIN PECISION RIFFLES INC 
58407659 ,ROTATING BOLT INDUSTRIES 
58407287 ,SMK INDUSTRIES LLC 
58408667 ,SS RIFLES LLC 
58406756 ,STEVENSONS SPARKS N SPLINTERS LLC 
58407278 ,"STOKER, BROCK "
58404495 ,TACTICAL ACOUSTICS LLC 
58408721 ,TACTICOOL ARMS LLC 
58407214 ,TAYLOR FIREARMS TRAINING 
58404115 ,TRIGGER TIME GUN CLUB LLC 
60600279 ,"CARLESCO, STEPHEN P "
60603306 ,COLT'S MANUFACTURING 
60602956 ,COMGRAF LLC 
60634862 ,CONNECTICUT SHOTGUN 


