Table
,,2643 SW 64TH AVE ,MIAMI ,FL ,1
,,,SAFETY HARBOR ,FL ,5
INC ,,6019 W CHELSEA STREET ,TAMPA ,FL ,310
,,,LUTZ ,FL ,10
,,,SARASOTA ,FL ,40
,,,PANAMA CITY ,FL ,5
LLC ,,1232 WINTER GARDEN VINELAND RD STE 120 ,WINTER GARDEN ,FL ,2
,,,MELBOURNE ,FL ,5
TACTICAL LLC ,,655 GEM COMMERCE COURT ,APOPKA ,FL ,62
ENTERPRISES INC ,,"751 NORTH DRIVE SUITE 7, 7A, 8 ",MELBOURNE ,FL ,1
LLC ,,2036 APEX COURT ,APOPKA ,FL ,846
,,,PACE ,FL ,1
WEAPONS AND TACTICAL LLC ,,787 COMMERCE DR UNIT 11 ,VENICE ,FL ,3
,,,CRAWFORDVILLE ,FL ,2
LLC ,,8055 COUNTY LINE RD ,MELROSE ,FL ,5
,,,DEBARY ,FL ,31
LLC ,,10388 WEST STATE RD 84 UNIT 114 ,DAVIE ,FL ,32
,,,NAPLES ,FL ,5
,,,MELBOURNE ,FL ,1
,,,MIAMI ,FL ,97
,,,MARIANNA ,FL ,2
LLC ,,3212 N 40TH ST STE 801 ,TAMPA ,FL ,3
,,,HOLIDAY ,FL ,1
,,,LAKE WORTH ,FL ,2
MARINE INC ,,331 CAMION ST ,VENICE ,FL ,20
LLC ,,207 N GOLDENROD RD #200 ,0RLANDO ,FL ,6
,,,COTTONDALE ,FL ,1
C ,,719 WHITE DR ,ALFORD ,FL ,100
,,,STUART ,FL ,128
,,,WINTER PARK ,FL ,3
,,,LONGWOOD ,FL ,89
,,100 ,WINDER ,GA ,28


Table
15931958 ,SABAL ARMS INC ,
15903855 ,SAFETY HARBOR FIREARMS INC ,985 HARBOR LAKE DR UNIT 14
15946787 ,SERBU FIREARMS ,
15931718 ,SHADOW SOLUTIONS LLC ,1711 DALE MABRY HWY
15930785 ,SHARK COAST TACTICAL LLC ,2819 BEE RIDGE RD #A
15949272 ,SJV LIMITED INC ,4429 GARRISON RD
15917322 ,SLR RIFLEWORKS ,
15950403 ,SOL INVICTUS ARMS LLC ,305 NORTH DR STE D-H
15913173 ,SPECIAL OPS ,
15903291 ,SPECTRE ,
15904524 ,SPIKE'S TACTICAL ,
15948709 ,"STANALAND, WESLEY DAWSON JR ",4820 ORLEANS ST
15948923 ,SUNCOAST ,
15917213 ,SUPERIOR PRECISION RIFLES LLC ,83 CARA TRAIL
15949553 ,SV PRECISION ,
15915559 ,SWUB ENTERPRISES INC ,36 S HWY 17-92
15949593 ,TACTICAL LIFE ,
15949234 ,TACTICAL RESEARCH WEAPONS LLC ,1301 RAILHEAD BLVD UNIT 1
15911971 ,TACTICAL SUPERIORITY INC ,305 NORTH DRIVE SUITE D-H
15923596 ,TAURUS INTERNATIONAL MANUFACTURING INC ,16175 NW 49TH AVE
15931318 ,"THOMPSON, DWAIN U ",3200 CAVERNS ROAD
15916906 ,TRIDENT ARMS ,
15950464 ,TRINITY TACTICAL GROUP INC ,4366 LOUIS AVENUE SUITE 103
15930975 ,UM TACTICAL INC ,1955 10 AVE N
15915928 ,VENICE AUTO ,
15932209 ,VERITAS TACTICAL ,
15905974 ,"WARREN, ROBERT WAYNE ",2236 WARREN WOODS LN
15900881 ,"WHITE, FRANK ",
15913668 ,WMD GUNS LLC ,3068 - 3070 SE DOMENICA TERRACE
15911760 ,WRP ENTERPRISES INC ,833 NICOLET AVENUE UNIT A
15951455 ,ZAVIAR LLC ,235 W MARVIN AVE
15807146 ,ACCURATE ORDNANCE LLC ,724 PATRICK INDUSTRIAL LN STE


