Table
,,,,,STREET ,CITY ,ST ,RIFLE MFG 
,,,,,,SAN DIEGO ,CA ,20 
,,,,,1405 GEORGIA ST STE D ,VALLEJO ,CA ,8 
INC ,,,,,1661 BEHRENS ROAD ,BYERS ,CO ,49 
FIREARMS INC ,,,,,418 E DOUGLAS RD ,FT COLLINS ,CO ,2 
,,,,,600 OAK AVE ,EATON ,CO ,111 
,,,,,,RIFLE ,CO ,1 
,,,,,,BERTHOUD ,CO ,3 
,,,,,,BRIGHTON ,CO ,47 
,,,,,,COLORADO SPRINGS ,CO ,37 
,,,,,,DURANGO ,CO ,30 
,,,,,,COLORADO SPRINGS ,CO ,1 
,,,,,,LOVELAND ,CO ,1 
,,,,,,ERIE ,CO ,17 
,,,,,,PLATTEVILLE ,CO ,1 
,,,,,,COLORADO SPRINGS ,CO ,7 
,,,,,,PUEBLO ,CO ,1 
MFG LLC ,,,,,26 BEAVER ST ,ANSONIA ,CT ,2356 
,,,,,,WEST HARTFORD ,CT ,46483 
,,,,,,NEW BRITAIN ,CT ,3 
,,,,,,NEW MILFORD ,CT ,10 
,,,,,,SOUTHINGTON ,CT ,9 
"COMPANY, THE ",,,,,100 KENNA DR ,NORTH HAVEN ,CT ,269276 
,,,,,,MILFORD ,CT ,1 
,,,,,,NORTH HAVEN ,CT ,6940 
,,,,,,FARMINGTON ,CT ,3957 
,,,,,515 JOHN DOWNEY DR ,NEW BRITAIN ,CT ,48820 
,,,,,,BEAR ,DE ,5 
,,,,,,RIDGE MANOR ,FL ,12 
,,,,,,TALLAHASSEE ,FL ,3 
,,,,,702 HITCHCOCK ST ,PLANT CITY ,FL ,3 
,,,,,,FORT MYERS ,FL ,9 
"GUN AND PAWN, INC ",,,,,4539 NORTHGATE COURT ,SARASOTA ,FL ,20 
,,,,,,,,


Table
93302896 ,SOUTHCOAST DISTRIBUTING INC ,5141 SANTA FE ST STE C 
96802086 ,"TOLEDO, ARIS ",
58402447 ,ACCURACY SYSTEMS ,
58402660 ,AMERICAN LEGACY ,
58437579 ,AWI LLC ,
58402128 ,"BERNARD, LEO JOHN ",1930 RAILROAD AVE #9 
58401710 ,"COOK, GERALD M ",1600 RAPID CT 
58401869 ,GODDARD ENTERPRISES LLC ,8495 WELD COUNTY ROAD 2 
58402122 ,JOSEPH BRAZIER LTD ,3259 ELECTRA DR SO 
58402893 ,LEGACY CUSTOM PRODUCTS INC ,39 OAK VIEW CIRCLE 
58402371 ,"LIPPARD, KARL ",3259 ELECTRA DR SO 
58400531 ,"MCKINNEY, RICHARD PHILLIP ",1523A BIG THOMPSON CANYON RD 
58402650 ,RICHARD MARK FITZPATRICK INC ,400 YOUNG COURT 
58402728 ,"RICHMAN, MARK KRISTOFER ",5139 COUNTY RD 38 
58402226 ,"SHADOW RIVER PRODUCTIONS, LLC ",2120 CLOVERDALE DR 
58433821 ,"STURTEVANT, WILLIAM F & PAMELA M ",30 GREENHORN DR 
60601644 ,AMERICAN PRECISION ,
60600520 ,COLT DEFENSE LLC ,547 NEW PARK AVE 
60634862 ,CONNECTICUT SHOTGUN MANUFACTURING CO ,100 BURRITT STREET 
60600102 ,D & T ARMS LLC ,18 LILY POND TRAIL 
60601238 ,JOJOS GUNWORKS LLC ,122 SPRING ST D9 
60600252 ,MARLIN FIREARMS ,
60600449 ,"MERRITT, LEWIS IRVING ",225 RESEARCH DR. UNIT #12 
60600773 ,O F MOSSBERG & SONS INC ,7 GRASSO AVE 
60601096 ,PTR-91 INC ,1451 NEW BRITAIN AVE 
60600729 ,STAG ARMS LLC ,
85100338 ,"BELL, SCOTT A ",12 CLIPPER CT 
15946862 ,A & B DOW INC ,6048 FAIRWAY DR 
15907305 ,AD TEK OF TALLAHASSEE INC ,2700 POWER MILL COURT BLDG 3 
15906914 ,AIRBORNE ARMS INC ,
15901343 ,AK-USA MANUFACTURING INC ,3112-1 PALM AVENUE 
15905746 ,AMERICAN VINTAGE ,
15909126 ,AMMO DUMP INTERNATIONAL LLC ,1556 S STATE ROAD 53 


