Table
MANUFACTURING LLC ,150 PURL ST ,SAINT ONGE ,SD ,21 
,21593 PAHKAMAA RD ,DEADWOOD ,SD ,18 
BENJAMIN L ,14870 229TH ST ,RAPID CITY ,SD ,1 
,2160 SOUTH LEE HWY ,CLEVELAND ,TN ,73 
"SHOP, INC ",925 DOVER RD ,CLARKSVILLE ,TN ,11 
,5926 MILLER LANE ,MURFREESBORO ,TN ,5592 
,698 SEVEN MILE RIDGE RD ,INDIAN MOUND ,TN ,10 
RANDALL R ,45 JENELLE DR ,PARIS ,TN ,1 
JOHN B ,206 PARKVIEW DR ,MC MINNVILLE ,TN ,11 
JEFFERY ALLEN ,1117 RATTLESNAKE ROAD ,MC MINNVILLE ,TN ,23 
,1104 E CHURCH ST SUITE 1 ,GREENEVILLE ,TN ,50 
,450 ALLIED DR ,NASHVILLE ,TN ,5347 
TROY ,1048 EAGLE VIEW DR ,KODAK ,TN ,10 
,4662 SINGLETON STATION RD ,LOUISVILLE ,TN ,2899 
INC ,3260 NORTH BEND CIRCLE BLDG 4 ,ALCOA ,TN ,21687 
,390 SOUTHWINDS DR ,FRANKLIN ,TN ,1 
CORPORATION ,1776 S BELL AVE ,PARIS ,TN ,4 
,1207 MELROSE DR ,RICHARDSON ,TX ,1 
,850 CR 177 ,LEANDER ,TX ,73 
,PR 2114 ,GILMER ,TX ,3 
ANDREW SCOTT ,6207 RENWOOD DR ,FORT WORTH ,TX ,7 
,503 W NORTHGATE DR ,IRVING ,TX ,5 
MICHAEL ,225 NEAL LN ,CANYON LAKE ,TX ,2 
,CO RD 410 ,OZONA ,"SELECTED, TX ",2 
,109 PIERCE STREET ,DEL RIO ,TX ,1 
,205 ROSE HILL ROAD ,WHITEWRIGHT ,TX ,280 
WIDE SPORTS INC ,6404 NORTH MESA #4 ,EL PASO ,TX ,64 
,862 THOMAS RD ,SPRINGTOWN ,TX ,5 
ERROL PATRICK ,16745 FM 1716 EAST ,HENDERSON ,TX ,3 
,729 S MCLENNAN DR ,ELM MOTT ,TX ,13 
LLC ,3000 N MAIN #3B ,BAYTOWN ,TX ,3 
,5151 MITCHELLDALE B11 THRU B14 ,HOUSTON ,TX ,1453 


Table
34600746 ,MILLER 
34600644 ,SATTERLEE ARMS LLC 
34600087 ,"SHILLING, "
16203373 ,DUNCAN WARREN THOMAS 
16203124 ,ALLEN'S GUN 
16236907 ,BARRETT FIREARMS MFG INC 
16201278 ,"LOWREY, EDWIN "
16202247 ,"MATHIS, "
16203266 ,"MCGUIRE, "
16203450 ,"MILLER, "
16203559 ,PERSIMMON RIDGE ENTERPRISES INC 
16201448 ,SABRE DEFENCE INDUSTRIES LLC 
16200053 ,"SELLARS, "
16203269 ,TG INTERNATIONAL INC 
16201595 ,TG INTERNATIONAL 
16202715 ,USELTON ARMS INC 
16204298 ,VEGA BALLISTICS 
57504682 ,ATWELL FINISHES LLC 
57401497 ,AUSTIN PRECISION PRODUCTS INC 
57504822 ,"BRADSHAW, BAILEY "
57504967 ,"BRADY, "
57504841 ,"BRAMMER, GARY KENT "
57403754 ,"BURNS, TIPTON "
57540686 ,M III CORPORATION 
57402463 ,"CACTUS WEAPONS SYSTEMS, INC "
57504198 ,"CLEMENTS, COY ROBERTS "
57402904 ,COUNTRY 
57504730 ,CW CLASSICS LLC 
57504463 ,"DEROUEN, "
57402209 ,DISCREET ORDNANCE LLC 
57602230 ,ESG GUNWORKS 
57600160 ,FIREARMS INTERNATIONAL INC 


